Provincias;Grupo penal;periodo;Total
Cuenca;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;19
Cuenca;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;12
Cuenca;AMENAZAS Y COACCIONES;2024;63
Cuenca;AMENAZAS Y COACCIONES;2023;45
Cuenca;AMENAZAS Y COACCIONES;2022;63
Cuenca;CONTRA EL HONOR;2024;7
Cuenca;CONTRA EL HONOR;2023;20
Cuenca;CONTRA EL HONOR;2022;9
Cuenca;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
Cuenca;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Cuenca;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
Cuenca;DELITOS SEXUALES;2024;7
Cuenca;DELITOS SEXUALES;2023;6
Cuenca;DELITOS SEXUALES;2022;3
Cuenca;FALSIFICACIÓN INFORMÁTICA;2024;83
Cuenca;FALSIFICACIÓN INFORMÁTICA;2023;68
Cuenca;FALSIFICACIÓN INFORMÁTICA;2022;67
Cuenca;FRAUDE INFORMÁTICO;2024;1308
Cuenca;FRAUDE INFORMÁTICO;2023;1536
Cuenca;FRAUDE INFORMÁTICO;2022;1411
Cuenca;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;8
Cuenca;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;13
Cuenca;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;14
Cuenca;TOTAL grupo penal;2024;1490
Cuenca;TOTAL grupo penal;2023;1707
Cuenca;TOTAL grupo penal;2022;1579
Girona;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;77
Girona;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;118
Girona;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;120
Girona;AMENAZAS Y COACCIONES;2024;95
Girona;AMENAZAS Y COACCIONES;2023;64
Girona;AMENAZAS Y COACCIONES;2022;75
Girona;CONTRA EL HONOR;2024;1
Girona;CONTRA EL HONOR;2023;2
Girona;CONTRA EL HONOR;2022;1
Girona;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;3
Girona;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Girona;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;2
Girona;DELITOS SEXUALES;2024;15
Girona;DELITOS SEXUALES;2023;12
Girona;DELITOS SEXUALES;2022;11
Girona;FALSIFICACIÓN INFORMÁTICA;2024;149
Girona;FALSIFICACIÓN INFORMÁTICA;2023;78
Girona;FALSIFICACIÓN INFORMÁTICA;2022;72
Girona;FRAUDE INFORMÁTICO;2024;7652
Girona;FRAUDE INFORMÁTICO;2023;8397
Girona;FRAUDE INFORMÁTICO;2022;6833
Girona;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;6
Girona;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;9
Girona;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;4
Girona;TOTAL grupo penal;2024;7998
Girona;TOTAL grupo penal;2023;8680
Girona;TOTAL grupo penal;2022;7118
Granada;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;173
Granada;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;104
Granada;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;86
Granada;AMENAZAS Y COACCIONES;2024;522
Granada;AMENAZAS Y COACCIONES;2023;427
Granada;AMENAZAS Y COACCIONES;2022;299
Granada;CONTRA EL HONOR;2024;26
Granada;CONTRA EL HONOR;2023;23
Granada;CONTRA EL HONOR;2022;24
Granada;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;5
Granada;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;2
Granada;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;4
Granada;DELITOS SEXUALES;2024;21
Granada;DELITOS SEXUALES;2023;31
Granada;DELITOS SEXUALES;2022;21
Granada;FALSIFICACIÓN INFORMÁTICA;2024;383
Granada;FALSIFICACIÓN INFORMÁTICA;2023;280
Granada;FALSIFICACIÓN INFORMÁTICA;2022;242
Granada;FRAUDE INFORMÁTICO;2024;8275
Granada;FRAUDE INFORMÁTICO;2023;8978
Granada;FRAUDE INFORMÁTICO;2022;4700
Granada;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;75
Granada;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;92
Granada;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;53
Granada;TOTAL grupo penal;2024;9480
Granada;TOTAL grupo penal;2023;9937
Granada;TOTAL grupo penal;2022;5429
Guadalajara;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;24
Guadalajara;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;29
Guadalajara;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;18
Guadalajara;AMENAZAS Y COACCIONES;2024;87
Guadalajara;AMENAZAS Y COACCIONES;2023;103
Guadalajara;AMENAZAS Y COACCIONES;2022;108
Guadalajara;CONTRA EL HONOR;2024;4
Guadalajara;CONTRA EL HONOR;2023;7
Guadalajara;CONTRA EL HONOR;2022;3
Guadalajara;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
Guadalajara;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Guadalajara;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Guadalajara;DELITOS SEXUALES;2024;10
Guadalajara;DELITOS SEXUALES;2023;13
Guadalajara;DELITOS SEXUALES;2022;6
Guadalajara;FALSIFICACIÓN INFORMÁTICA;2024;143
Guadalajara;FALSIFICACIÓN INFORMÁTICA;2023;145
Guadalajara;FALSIFICACIÓN INFORMÁTICA;2022;105
Guadalajara;FRAUDE INFORMÁTICO;2024;2823
Guadalajara;FRAUDE INFORMÁTICO;2023;3096
Guadalajara;FRAUDE INFORMÁTICO;2022;1551
Guadalajara;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;9
Guadalajara;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;6
Guadalajara;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;10
Guadalajara;TOTAL grupo penal;2024;3100
Guadalajara;TOTAL grupo penal;2023;3399
Guadalajara;TOTAL grupo penal;2022;1802
Gipuzkoa;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;71
Gipuzkoa;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;74
Gipuzkoa;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;51
Gipuzkoa;AMENAZAS Y COACCIONES;2024;457
Gipuzkoa;AMENAZAS Y COACCIONES;2023;446
Gipuzkoa;AMENAZAS Y COACCIONES;2022;181
Gipuzkoa;CONTRA EL HONOR;2024;0
Gipuzkoa;CONTRA EL HONOR;2023;2
Gipuzkoa;CONTRA EL HONOR;2022;1
Gipuzkoa;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;4
Gipuzkoa;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
Gipuzkoa;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Gipuzkoa;DELITOS SEXUALES;2024;41
Gipuzkoa;DELITOS SEXUALES;2023;81
Gipuzkoa;DELITOS SEXUALES;2022;15
Gipuzkoa;FALSIFICACIÓN INFORMÁTICA;2024;268
Gipuzkoa;FALSIFICACIÓN INFORMÁTICA;2023;256
Gipuzkoa;FALSIFICACIÓN INFORMÁTICA;2022;237
Gipuzkoa;FRAUDE INFORMÁTICO;2024;6882
Gipuzkoa;FRAUDE INFORMÁTICO;2023;7895
Gipuzkoa;FRAUDE INFORMÁTICO;2022;5572
Gipuzkoa;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;3
Gipuzkoa;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;6
Gipuzkoa;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;11
Gipuzkoa;TOTAL grupo penal;2024;7726
Gipuzkoa;TOTAL grupo penal;2023;8761
Gipuzkoa;TOTAL grupo penal;2022;6069
Huelva;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;86
Huelva;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;70
Huelva;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;37
Huelva;AMENAZAS Y COACCIONES;2024;156
Huelva;AMENAZAS Y COACCIONES;2023;198
Huelva;AMENAZAS Y COACCIONES;2022;220
Huelva;CONTRA EL HONOR;2024;15
Huelva;CONTRA EL HONOR;2023;27
Huelva;CONTRA EL HONOR;2022;25
Huelva;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;3
Huelva;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
Huelva;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Huelva;DELITOS SEXUALES;2024;22
Huelva;DELITOS SEXUALES;2023;20
Huelva;DELITOS SEXUALES;2022;22
Huelva;FALSIFICACIÓN INFORMÁTICA;2024;138
Huelva;FALSIFICACIÓN INFORMÁTICA;2023;69
Huelva;FALSIFICACIÓN INFORMÁTICA;2022;86
Huelva;FRAUDE INFORMÁTICO;2024;3118
Huelva;FRAUDE INFORMÁTICO;2023;3004
Huelva;FRAUDE INFORMÁTICO;2022;1681
Huelva;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;10
Huelva;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;3
Huelva;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;9
Huelva;TOTAL grupo penal;2024;3548
Huelva;TOTAL grupo penal;2023;3392
Huelva;TOTAL grupo penal;2022;2081
Huesca;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;25
Huesca;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;20
Huesca;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;14
Huesca;AMENAZAS Y COACCIONES;2024;117
Huesca;AMENAZAS Y COACCIONES;2023;112
Huesca;AMENAZAS Y COACCIONES;2022;73
Huesca;CONTRA EL HONOR;2024;11
Huesca;CONTRA EL HONOR;2023;6
Huesca;CONTRA EL HONOR;2022;1
Huesca;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;2
Huesca;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Huesca;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
Huesca;DELITOS SEXUALES;2024;9
Huesca;DELITOS SEXUALES;2023;7
Huesca;DELITOS SEXUALES;2022;3
Huesca;FALSIFICACIÓN INFORMÁTICA;2024;95
Huesca;FALSIFICACIÓN INFORMÁTICA;2023;84
Huesca;FALSIFICACIÓN INFORMÁTICA;2022;57
Huesca;FRAUDE INFORMÁTICO;2024;2006
Huesca;FRAUDE INFORMÁTICO;2023;1876
Huesca;FRAUDE INFORMÁTICO;2022;1389
Huesca;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;30
Huesca;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;8
Huesca;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;2
Huesca;TOTAL grupo penal;2024;2295
Huesca;TOTAL grupo penal;2023;2113
Huesca;TOTAL grupo penal;2022;1539
Jaén;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;55
Jaén;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;75
Jaén;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;46
Jaén;AMENAZAS Y COACCIONES;2024;171
Jaén;AMENAZAS Y COACCIONES;2023;150
Jaén;AMENAZAS Y COACCIONES;2022;213
Jaén;CONTRA EL HONOR;2024;23
Jaén;CONTRA EL HONOR;2023;16
Jaén;CONTRA EL HONOR;2022;24
Jaén;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;1
Jaén;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;2
Jaén;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Jaén;DELITOS SEXUALES;2024;9
Jaén;DELITOS SEXUALES;2023;11
Jaén;DELITOS SEXUALES;2022;16
Jaén;FALSIFICACIÓN INFORMÁTICA;2024;320
Jaén;FALSIFICACIÓN INFORMÁTICA;2023;229
Jaén;FALSIFICACIÓN INFORMÁTICA;2022;227
Jaén;FRAUDE INFORMÁTICO;2024;4397
Jaén;FRAUDE INFORMÁTICO;2023;5034
Jaén;FRAUDE INFORMÁTICO;2022;3207
Jaén;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;10
Jaén;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;9
Jaén;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;8
Jaén;TOTAL grupo penal;2024;4986
Jaén;TOTAL grupo penal;2023;5526
Jaén;TOTAL grupo penal;2022;3742
León;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;70
León;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;52
León;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;58
León;AMENAZAS Y COACCIONES;2024;183
León;AMENAZAS Y COACCIONES;2023;184
León;AMENAZAS Y COACCIONES;2022;178
León;CONTRA EL HONOR;2024;19
León;CONTRA EL HONOR;2023;31
León;CONTRA EL HONOR;2022;24
León;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;9
León;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
León;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
León;DELITOS SEXUALES;2024;22
León;DELITOS SEXUALES;2023;29
León;DELITOS SEXUALES;2022;22
León;FALSIFICACIÓN INFORMÁTICA;2024;218
León;FALSIFICACIÓN INFORMÁTICA;2023;173
León;FALSIFICACIÓN INFORMÁTICA;2022;78
León;FRAUDE INFORMÁTICO;2024;3966
León;FRAUDE INFORMÁTICO;2023;3858
León;FRAUDE INFORMÁTICO;2022;3373
León;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;38
León;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;27
León;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;23
León;TOTAL grupo penal;2024;4525
León;TOTAL grupo penal;2023;4354
León;TOTAL grupo penal;2022;3757
Lleida;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;68
Lleida;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;88
Lleida;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;98
Lleida;AMENAZAS Y COACCIONES;2024;106
Lleida;AMENAZAS Y COACCIONES;2023;96
Lleida;AMENAZAS Y COACCIONES;2022;88
Lleida;CONTRA EL HONOR;2024;4
Lleida;CONTRA EL HONOR;2023;3
Lleida;CONTRA EL HONOR;2022;3
Lleida;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
Lleida;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
Lleida;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Lleida;DELITOS SEXUALES;2024;11
Lleida;DELITOS SEXUALES;2023;8
Lleida;DELITOS SEXUALES;2022;5
Lleida;FALSIFICACIÓN INFORMÁTICA;2024;69
Lleida;FALSIFICACIÓN INFORMÁTICA;2023;21
Lleida;FALSIFICACIÓN INFORMÁTICA;2022;24
Lleida;FRAUDE INFORMÁTICO;2024;4003
Lleida;FRAUDE INFORMÁTICO;2023;4517
Lleida;FRAUDE INFORMÁTICO;2022;3847
Lleida;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;6
Lleida;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;11
Lleida;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;5
Lleida;TOTAL grupo penal;2024;4267
Lleida;TOTAL grupo penal;2023;4745
Lleida;TOTAL grupo penal;2022;4071
Rioja (La);ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;140
Rioja (La);ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;111
Rioja (La);ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;81
Rioja (La);AMENAZAS Y COACCIONES;2024;161
Rioja (La);AMENAZAS Y COACCIONES;2023;132
Rioja (La);AMENAZAS Y COACCIONES;2022;124
Rioja (La);CONTRA EL HONOR;2024;10
Rioja (La);CONTRA EL HONOR;2023;9
Rioja (La);CONTRA EL HONOR;2022;1
Rioja (La);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;2
Rioja (La);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
Rioja (La);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Rioja (La);DELITOS SEXUALES;2024;6
Rioja (La);DELITOS SEXUALES;2023;11
Rioja (La);DELITOS SEXUALES;2022;8
Rioja (La);FALSIFICACIÓN INFORMÁTICA;2024;120
Rioja (La);FALSIFICACIÓN INFORMÁTICA;2023;68
Rioja (La);FALSIFICACIÓN INFORMÁTICA;2022;60
Rioja (La);FRAUDE INFORMÁTICO;2024;1868
Rioja (La);FRAUDE INFORMÁTICO;2023;2021
Rioja (La);FRAUDE INFORMÁTICO;2022;2152
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;5
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;11
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;6
Rioja (La);TOTAL grupo penal;2024;2312
Rioja (La);TOTAL grupo penal;2023;2364
Rioja (La);TOTAL grupo penal;2022;2433
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;57
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;41
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;23
Lugo;AMENAZAS Y COACCIONES;2024;130
Lugo;AMENAZAS Y COACCIONES;2023;121
Lugo;AMENAZAS Y COACCIONES;2022;87
Lugo;CONTRA EL HONOR;2024;9
Lugo;CONTRA EL HONOR;2023;17
Lugo;CONTRA EL HONOR;2022;8
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;3
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
Lugo;DELITOS SEXUALES;2024;8
Lugo;DELITOS SEXUALES;2023;10
Lugo;DELITOS SEXUALES;2022;3
Lugo;FALSIFICACIÓN INFORMÁTICA;2024;78
Lugo;FALSIFICACIÓN INFORMÁTICA;2023;58
Lugo;FALSIFICACIÓN INFORMÁTICA;2022;30
Lugo;FRAUDE INFORMÁTICO;2024;2037
Lugo;FRAUDE INFORMÁTICO;2023;1798
Lugo;FRAUDE INFORMÁTICO;2022;1771
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;13
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;5
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;9
Lugo;TOTAL grupo penal;2024;2335
Lugo;TOTAL grupo penal;2023;2050
Lugo;TOTAL grupo penal;2022;1931
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;1621
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;1139
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;867
Madrid;AMENAZAS Y COACCIONES;2024;2480
Madrid;AMENAZAS Y COACCIONES;2023;2719
Madrid;AMENAZAS Y COACCIONES;2022;2143
Madrid;CONTRA EL HONOR;2024;96
Madrid;CONTRA EL HONOR;2023;87
Madrid;CONTRA EL HONOR;2022;115
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;23
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;13
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;26
Madrid;DELITOS SEXUALES;2024;230
Madrid;DELITOS SEXUALES;2023;239
Madrid;DELITOS SEXUALES;2022;204
Madrid;FALSIFICACIÓN INFORMÁTICA;2024;3289
Madrid;FALSIFICACIÓN INFORMÁTICA;2023;2882
Madrid;FALSIFICACIÓN INFORMÁTICA;2022;2291
Madrid;FRAUDE INFORMÁTICO;2024;65361
Madrid;FRAUDE INFORMÁTICO;2023;71534
Madrid;FRAUDE INFORMÁTICO;2022;57794
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;377
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;268
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;318
Madrid;TOTAL grupo penal;2024;73477
Madrid;TOTAL grupo penal;2023;78881
Madrid;TOTAL grupo penal;2022;63758
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;592
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;413
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;304
Málaga;AMENAZAS Y COACCIONES;2024;651
Málaga;AMENAZAS Y COACCIONES;2023;649
Málaga;AMENAZAS Y COACCIONES;2022;642
Málaga;CONTRA EL HONOR;2024;50
Málaga;CONTRA EL HONOR;2023;51
Málaga;CONTRA EL HONOR;2022;68
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;24
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;8
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;4
Málaga;DELITOS SEXUALES;2024;70
Málaga;DELITOS SEXUALES;2023;64
Málaga;DELITOS SEXUALES;2022;70
Málaga;FALSIFICACIÓN INFORMÁTICA;2024;674
Málaga;FALSIFICACIÓN INFORMÁTICA;2023;459
Málaga;FALSIFICACIÓN INFORMÁTICA;2022;438
Málaga;FRAUDE INFORMÁTICO;2024;15955
Málaga;FRAUDE INFORMÁTICO;2023;16241
Málaga;FRAUDE INFORMÁTICO;2022;10230
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;121
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;108
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;107
Málaga;TOTAL grupo penal;2024;18137
Málaga;TOTAL grupo penal;2023;17993
Málaga;TOTAL grupo penal;2022;11863
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;274
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;151
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;95
Murcia;AMENAZAS Y COACCIONES;2024;405
Murcia;AMENAZAS Y COACCIONES;2023;474
Murcia;AMENAZAS Y COACCIONES;2022;566
Murcia;CONTRA EL HONOR;2024;33
Murcia;CONTRA EL HONOR;2023;33
Murcia;CONTRA EL HONOR;2022;27
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;6
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;5
Murcia;DELITOS SEXUALES;2024;110
Murcia;DELITOS SEXUALES;2023;59
Murcia;DELITOS SEXUALES;2022;43
Murcia;FALSIFICACIÓN INFORMÁTICA;2024;828
Murcia;FALSIFICACIÓN INFORMÁTICA;2023;659
Murcia;FALSIFICACIÓN INFORMÁTICA;2022;558
Murcia;FRAUDE INFORMÁTICO;2024;11558
Murcia;FRAUDE INFORMÁTICO;2023;12310
Murcia;FRAUDE INFORMÁTICO;2022;8651
Murcia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;41
Murcia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;61
Murcia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;26
Murcia;TOTAL grupo penal;2024;13255
Murcia;TOTAL grupo penal;2023;13748
Murcia;TOTAL grupo penal;2022;9971
Navarra;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;183
Navarra;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;187
Navarra;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;92
Navarra;AMENAZAS Y COACCIONES;2024;335
Navarra;AMENAZAS Y COACCIONES;2023;343
Navarra;AMENAZAS Y COACCIONES;2022;303
Navarra;CONTRA EL HONOR;2024;28
Navarra;CONTRA EL HONOR;2023;18
Navarra;CONTRA EL HONOR;2022;18
Navarra;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;2
Navarra;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;5
Navarra;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;2
Navarra;DELITOS SEXUALES;2024;50
Navarra;DELITOS SEXUALES;2023;50
Navarra;DELITOS SEXUALES;2022;26
Navarra;FALSIFICACIÓN INFORMÁTICA;2024;283
Navarra;FALSIFICACIÓN INFORMÁTICA;2023;267
Navarra;FALSIFICACIÓN INFORMÁTICA;2022;214
Navarra;FRAUDE INFORMÁTICO;2024;6090
Navarra;FRAUDE INFORMÁTICO;2023;6576
Navarra;FRAUDE INFORMÁTICO;2022;4816
Navarra;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;21
Navarra;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;29
Navarra;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;28
Navarra;TOTAL grupo penal;2024;6992
Navarra;TOTAL grupo penal;2023;7475
Navarra;TOTAL grupo penal;2022;5499
Ourense;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;78
Ourense;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;22
Ourense;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;14
Ourense;AMENAZAS Y COACCIONES;2024;163
Ourense;AMENAZAS Y COACCIONES;2023;179
Ourense;AMENAZAS Y COACCIONES;2022;117
Ourense;CONTRA EL HONOR;2024;15
Ourense;CONTRA EL HONOR;2023;24
Ourense;CONTRA EL HONOR;2022;18
Ourense;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;4
Ourense;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;2
Ourense;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Ourense;DELITOS SEXUALES;2024;8
Ourense;DELITOS SEXUALES;2023;9
Ourense;DELITOS SEXUALES;2022;13
Ourense;FALSIFICACIÓN INFORMÁTICA;2024;99
Ourense;FALSIFICACIÓN INFORMÁTICA;2023;110
Ourense;FALSIFICACIÓN INFORMÁTICA;2022;125
Ourense;FRAUDE INFORMÁTICO;2024;1842
Ourense;FRAUDE INFORMÁTICO;2023;1905
Ourense;FRAUDE INFORMÁTICO;2022;2217
Ourense;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;10
Ourense;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;1
Ourense;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;6
Ourense;TOTAL grupo penal;2024;2219
Ourense;TOTAL grupo penal;2023;2252
Ourense;TOTAL grupo penal;2022;2511
