Provincias;Grupo penal;periodo;Total
Zamora;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Zamora;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
Zamora;DELITOS SEXUALES;2024;4
Zamora;DELITOS SEXUALES;2023;3
Zamora;DELITOS SEXUALES;2022;9
Zamora;FALSIFICACIÓN INFORMÁTICA;2024;57
Zamora;FALSIFICACIÓN INFORMÁTICA;2023;61
Zamora;FALSIFICACIÓN INFORMÁTICA;2022;16
Zamora;FRAUDE INFORMÁTICO;2024;1212
Zamora;FRAUDE INFORMÁTICO;2023;1262
Zamora;FRAUDE INFORMÁTICO;2022;874
Zamora;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;5
Zamora;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;2
Zamora;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;8
Zamora;TOTAL grupo penal;2024;1372
Zamora;TOTAL grupo penal;2023;1413
Zamora;TOTAL grupo penal;2022;978
Zaragoza;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;198
Zaragoza;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;115
Zaragoza;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;69
Zaragoza;AMENAZAS Y COACCIONES;2024;381
Zaragoza;AMENAZAS Y COACCIONES;2023;435
Zaragoza;AMENAZAS Y COACCIONES;2022;366
Zaragoza;CONTRA EL HONOR;2024;17
Zaragoza;CONTRA EL HONOR;2023;27
Zaragoza;CONTRA EL HONOR;2022;20
Zaragoza;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;8
Zaragoza;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;2
Zaragoza;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Zaragoza;DELITOS SEXUALES;2024;24
Zaragoza;DELITOS SEXUALES;2023;39
Zaragoza;DELITOS SEXUALES;2022;36
Zaragoza;FALSIFICACIÓN INFORMÁTICA;2024;311
Zaragoza;FALSIFICACIÓN INFORMÁTICA;2023;261
Zaragoza;FALSIFICACIÓN INFORMÁTICA;2022;141
Zaragoza;FRAUDE INFORMÁTICO;2024;7946
Zaragoza;FRAUDE INFORMÁTICO;2023;7861
Zaragoza;FRAUDE INFORMÁTICO;2022;6568
Zaragoza;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;22
Zaragoza;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;43
Zaragoza;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;26
Zaragoza;TOTAL grupo penal;2024;8907
Zaragoza;TOTAL grupo penal;2023;8783
Zaragoza;TOTAL grupo penal;2022;7227
Ceuta;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;21
Ceuta;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;12
Ceuta;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;19
Ceuta;AMENAZAS Y COACCIONES;2024;43
Ceuta;AMENAZAS Y COACCIONES;2023;33
Ceuta;AMENAZAS Y COACCIONES;2022;54
Ceuta;CONTRA EL HONOR;2024;1
Ceuta;CONTRA EL HONOR;2023;8
Ceuta;CONTRA EL HONOR;2022;0
Ceuta;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
Ceuta;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Ceuta;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Ceuta;DELITOS SEXUALES;2024;5
Ceuta;DELITOS SEXUALES;2023;4
Ceuta;DELITOS SEXUALES;2022;4
Ceuta;FALSIFICACIÓN INFORMÁTICA;2024;22
Ceuta;FALSIFICACIÓN INFORMÁTICA;2023;19
Ceuta;FALSIFICACIÓN INFORMÁTICA;2022;20
Ceuta;FRAUDE INFORMÁTICO;2024;497
Ceuta;FRAUDE INFORMÁTICO;2023;514
Ceuta;FRAUDE INFORMÁTICO;2022;469
Ceuta;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;3
Ceuta;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;2
Ceuta;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;0
Ceuta;TOTAL grupo penal;2024;592
Ceuta;TOTAL grupo penal;2023;592
Ceuta;TOTAL grupo penal;2022;567
Melilla;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;35
Melilla;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;12
Melilla;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;14
Melilla;AMENAZAS Y COACCIONES;2024;38
Melilla;AMENAZAS Y COACCIONES;2023;34
Melilla;AMENAZAS Y COACCIONES;2022;41
Melilla;CONTRA EL HONOR;2024;10
Melilla;CONTRA EL HONOR;2023;16
Melilla;CONTRA EL HONOR;2022;12
Melilla;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
Melilla;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Melilla;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
Melilla;DELITOS SEXUALES;2024;4
Melilla;DELITOS SEXUALES;2023;2
Melilla;DELITOS SEXUALES;2022;0
Melilla;FALSIFICACIÓN INFORMÁTICA;2024;5
Melilla;FALSIFICACIÓN INFORMÁTICA;2023;7
Melilla;FALSIFICACIÓN INFORMÁTICA;2022;5
Melilla;FRAUDE INFORMÁTICO;2024;458
Melilla;FRAUDE INFORMÁTICO;2023;409
Melilla;FRAUDE INFORMÁTICO;2022;329
Melilla;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;1
Melilla;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;1
Melilla;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;4
Melilla;TOTAL grupo penal;2024;551
Melilla;TOTAL grupo penal;2023;481
Melilla;TOTAL grupo penal;2022;405
En el extranjero;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;54
En el extranjero;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;82
En el extranjero;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;46
En el extranjero;AMENAZAS Y COACCIONES;2024;80
En el extranjero;AMENAZAS Y COACCIONES;2023;150
En el extranjero;AMENAZAS Y COACCIONES;2022;73
En el extranjero;CONTRA EL HONOR;2024;2
En el extranjero;CONTRA EL HONOR;2023;3
En el extranjero;CONTRA EL HONOR;2022;1
En el extranjero;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
En el extranjero;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
En el extranjero;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
En el extranjero;DELITOS SEXUALES;2024;11
En el extranjero;DELITOS SEXUALES;2023;12
En el extranjero;DELITOS SEXUALES;2022;7
En el extranjero;FALSIFICACIÓN INFORMÁTICA;2024;33
En el extranjero;FALSIFICACIÓN INFORMÁTICA;2023;52
En el extranjero;FALSIFICACIÓN INFORMÁTICA;2022;46
En el extranjero;FRAUDE INFORMÁTICO;2024;3300
En el extranjero;FRAUDE INFORMÁTICO;2023;4393
En el extranjero;FRAUDE INFORMÁTICO;2022;5451
En el extranjero;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;15
En el extranjero;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;12
En el extranjero;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;19
En el extranjero;TOTAL grupo penal;2024;3495
En el extranjero;TOTAL grupo penal;2023;4704
En el extranjero;TOTAL grupo penal;2022;5643
Desconocida;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;0
Desconocida;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;0
Desconocida;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;0
Desconocida;AMENAZAS Y COACCIONES;2024;0
Desconocida;AMENAZAS Y COACCIONES;2023;0
Desconocida;AMENAZAS Y COACCIONES;2022;0
Desconocida;CONTRA EL HONOR;2024;0
Desconocida;CONTRA EL HONOR;2023;0
Desconocida;CONTRA EL HONOR;2022;0
Desconocida;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
Desconocida;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Desconocida;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
Desconocida;DELITOS SEXUALES;2024;0
Desconocida;DELITOS SEXUALES;2023;0
Desconocida;DELITOS SEXUALES;2022;0
Desconocida;FALSIFICACIÓN INFORMÁTICA;2024;0
Desconocida;FALSIFICACIÓN INFORMÁTICA;2023;0
Desconocida;FALSIFICACIÓN INFORMÁTICA;2022;0
Desconocida;FRAUDE INFORMÁTICO;2024;0
Desconocida;FRAUDE INFORMÁTICO;2023;0
Desconocida;FRAUDE INFORMÁTICO;2022;0
Desconocida;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;0
Desconocida;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;0
Desconocida;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;0
Desconocida;TOTAL grupo penal;2024;0
Desconocida;TOTAL grupo penal;2023;0
Desconocida;TOTAL grupo penal;2022;0
