codigo_ine;Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad;Peso_Tipologia
04;almeria;contra_el_honor;2024;19;770554;Andalucía;0.0247;0.32072923700202566
04;almeria;contra_la_propiedad_industrial/intelectual;2022;0;753364;Andalucía;0.0;0.0
04;almeria;contra_la_propiedad_industrial/intelectual;2023;1;760964;Andalucía;0.0013;0.020092425155716295
04;almeria;contra_la_propiedad_industrial/intelectual;2024;3;770554;Andalucía;0.0039;0.05064145847400405
04;almeria;delitos_sexuales;2022;48;753364;Andalucía;0.0637;1.3781223083548666
04;almeria;delitos_sexuales;2023;51;760964;Andalucía;0.067;1.024713682941531
04;almeria;delitos_sexuales;2024;25;770554;Andalucía;0.0324;0.4220121539500338
04;almeria;falsificacion_informatica;2022;127;753364;Andalucía;0.1686;3.646281940855584
04;almeria;falsificacion_informatica;2023;155;760964;Andalucía;0.2037;3.1143258991360256
04;almeria;falsificacion_informatica;2024;214;770554;Andalucía;0.2777;3.6124240378122887
04;almeria;interferencia_en_los_datos_y_en_el_sistema;2022;10;753364;Andalucía;0.0133;0.2871088142405972
04;almeria;interferencia_en_los_datos_y_en_el_sistema;2023;18;760964;Andalucía;0.0237;0.3616636528028933
04;almeria;interferencia_en_los_datos_y_en_el_sistema;2024;13;770554;Andalucía;0.0169;0.21944632005401754
01;araba;acceso__e_interceptacion_ilicita;2022;38;336308;País Vasco;0.113;1.0671159786576805
01;araba;acceso__e_interceptacion_ilicita;2023;49;338594;País Vasco;0.1447;1.053084031807436
01;araba;acceso__e_interceptacion_ilicita;2024;32;341961;País Vasco;0.0936;0.7207207207207207
01;araba;amenazas_y_coacciones;2022;116;336308;País Vasco;0.3449;3.257511934849761
01;araba;amenazas_y_coacciones;2023;232;338594;País Vasco;0.6852;4.986030517945412
01;araba;amenazas_y_coacciones;2024;236;341961;País Vasco;0.6901;5.315315315315315
01;araba;contra_el_honor;2022;1;336308;País Vasco;0.003;0.02808199943836001
01;araba;contra_el_honor;2023;0;338594;País Vasco;0.0;0.0
01;araba;contra_el_honor;2024;0;341961;País Vasco;0.0;0.0
01;araba;contra_la_propiedad_industrial/intelectual;2022;0;336308;País Vasco;0.0;0.0
01;araba;contra_la_propiedad_industrial/intelectual;2023;2;338594;País Vasco;0.0059;0.04298302170642596
01;araba;contra_la_propiedad_industrial/intelectual;2024;0;341961;País Vasco;0.0;0.0
01;araba;delitos_sexuales;2022;5;336308;País Vasco;0.0149;0.14040999719180006
01;araba;delitos_sexuales;2023;25;338594;País Vasco;0.0738;0.5372877713303246
01;araba;delitos_sexuales;2024;18;341961;País Vasco;0.0526;0.40540540540540543
01;araba;falsificacion_informatica;2022;205;336308;País Vasco;0.6096;5.756809884863802
01;araba;falsificacion_informatica;2023;201;338594;País Vasco;0.5936;4.31979368149581
01;araba;falsificacion_informatica;2024;197;341961;País Vasco;0.5761;4.436936936936937
01;araba;interferencia_en_los_datos_y_en_el_sistema;2022;10;336308;País Vasco;0.0297;0.2808199943836001
01;araba;interferencia_en_los_datos_y_en_el_sistema;2023;5;338594;País Vasco;0.0148;0.1074575542660649
01;araba;interferencia_en_los_datos_y_en_el_sistema;2024;4;341961;País Vasco;0.0117;0.09009009009009009
33;asturias;acceso__e_interceptacion_ilicita;2022;121;1006060;Asturias;0.1203;1.4135514018691588
33;asturias;acceso__e_interceptacion_ilicita;2023;143;1009599;Asturias;0.1416;1.6535615171137836
33;asturias;acceso__e_interceptacion_ilicita;2024;322;1015128;Asturias;0.3172;3.5064793640422516
33;asturias;amenazas_y_coacciones;2022;362;1006060;Asturias;0.3598;4.228971962616822
33;asturias;amenazas_y_coacciones;2023;302;1009599;Asturias;0.2991;3.4921369102682704
33;asturias;amenazas_y_coacciones;2024;328;1015128;Asturias;0.3231;3.5718174888380703
33;asturias;contra_el_honor;2022;51;1006060;Asturias;0.0507;0.5957943925233645
33;asturias;contra_el_honor;2023;27;1009599;Asturias;0.0267;0.3122109158186864
33;asturias;contra_el_honor;2024;25;1015128;Asturias;0.0246;0.27224218664924316
33;asturias;contra_la_propiedad_industrial/intelectual;2022;2;1006060;Asturias;0.002;0.023364485981308414
33;asturias;contra_la_propiedad_industrial/intelectual;2023;3;1009599;Asturias;0.003;0.03469010175763182
33;asturias;contra_la_propiedad_industrial/intelectual;2024;8;1015128;Asturias;0.0079;0.08711749972775781
33;asturias;delitos_sexuales;2022;39;1006060;Asturias;0.0388;0.45560747663551404
33;asturias;delitos_sexuales;2023;27;1009599;Asturias;0.0267;0.3122109158186864
33;asturias;delitos_sexuales;2024;27;1015128;Asturias;0.0266;0.29402156158118264
33;asturias;falsificacion_informatica;2022;281;1006060;Asturias;0.2793;3.2827102803738315
33;asturias;falsificacion_informatica;2023;213;1009599;Asturias;0.211;2.4629972247918595
33;asturias;falsificacion_informatica;2024;303;1015128;Asturias;0.2985;3.299575302188827
33;asturias;interferencia_en_los_datos_y_en_el_sistema;2022;43;1006060;Asturias;0.0427;0.5023364485981309
33;asturias;interferencia_en_los_datos_y_en_el_sistema;2023;36;1009599;Asturias;0.0357;0.4162812210915819
33;asturias;interferencia_en_los_datos_y_en_el_sistema;2024;53;1015128;Asturias;0.0522;0.5771534356963955
05;avila;acceso__e_interceptacion_ilicita;2022;7;159764;Castilla y León;0.0438;0.5747126436781609
05;avila;acceso__e_interceptacion_ilicita;2023;10;160463;Castilla y León;0.0623;0.5437737901033171
05;avila;acceso__e_interceptacion_ilicita;2024;16;160738;Castilla y León;0.0995;0.9014084507042254
05;avila;amenazas_y_coacciones;2022;48;159764;Castilla y León;0.3004;3.9408866995073892
05;avila;amenazas_y_coacciones;2023;49;160463;Castilla y León;0.3054;2.6644915715062534
05;avila;amenazas_y_coacciones;2024;45;160738;Castilla y León;0.28;2.535211267605634
05;avila;contra_el_honor;2022;4;159764;Castilla y León;0.025;0.3284072249589491
05;avila;contra_el_honor;2023;7;160463;Castilla y León;0.0436;0.38064165307232195
05;avila;contra_el_honor;2024;8;160738;Castilla y León;0.0498;0.4507042253521127
05;avila;contra_la_propiedad_industrial/intelectual;2022;0;159764;Castilla y León;0.0;0.0
05;avila;contra_la_propiedad_industrial/intelectual;2023;0;160463;Castilla y León;0.0;0.0
05;avila;contra_la_propiedad_industrial/intelectual;2024;0;160738;Castilla y León;0.0;0.0
05;avila;delitos_sexuales;2022;8;159764;Castilla y León;0.0501;0.6568144499178982
05;avila;delitos_sexuales;2023;5;160463;Castilla y León;0.0312;0.27188689505165853
05;avila;delitos_sexuales;2024;5;160738;Castilla y León;0.0311;0.28169014084507044
05;avila;falsificacion_informatica;2022;54;159764;Castilla y León;0.338;4.433497536945813
05;avila;falsificacion_informatica;2023;80;160463;Castilla y León;0.4986;4.3501903208265364
05;avila;falsificacion_informatica;2024;72;160738;Castilla y León;0.4479;4.056338028169014
05;avila;interferencia_en_los_datos_y_en_el_sistema;2022;3;159764;Castilla y León;0.0188;0.24630541871921183
05;avila;interferencia_en_los_datos_y_en_el_sistema;2023;4;160463;Castilla y León;0.0249;0.2175095160413268
05;avila;interferencia_en_los_datos_y_en_el_sistema;2024;3;160738;Castilla y León;0.0187;0.16901408450704225
06;badajoz;acceso__e_interceptacion_ilicita;2022;73;666049;Extremadura;0.1096;1.4350304698250442
06;badajoz;acceso__e_interceptacion_ilicita;2023;138;666029;Extremadura;0.2072;2.428294914657751
06;badajoz;acceso__e_interceptacion_ilicita;2024;150;665155;Extremadura;0.2255;2.60235947258848
06;badajoz;amenazas_y_coacciones;2022;249;666049;Extremadura;0.3738;4.894829958718302
06;badajoz;amenazas_y_coacciones;2023;312;666029;Extremadura;0.4684;5.490058067921872
06;badajoz;amenazas_y_coacciones;2024;360;665155;Extremadura;0.5412;6.2456627342123525
06;badajoz;contra_el_honor;2022;19;666049;Extremadura;0.0285;0.37350108118734027
06;badajoz;contra_el_honor;2023;32;666029;Extremadura;0.048;0.5630828787612177
06;badajoz;contra_el_honor;2024;41;665155;Extremadura;0.0616;0.7113115891741846
06;badajoz;contra_la_propiedad_industrial/intelectual;2022;2;666049;Extremadura;0.003;0.03931590328287793
06;badajoz;contra_la_propiedad_industrial/intelectual;2023;3;666029;Extremadura;0.0045;0.052789019883864155
06;badajoz;contra_la_propiedad_industrial/intelectual;2024;1;665155;Extremadura;0.0015;0.01734906315058987
