codigo_ine;Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad;Peso_Tipologia
14;cordoba;contra_el_honor;2023;39;774313;Andalucía;0.0504;0.5084745762711864
14;cordoba;contra_el_honor;2024;20;773163;Andalucía;0.0259;0.2686366689053056
14;cordoba;contra_la_propiedad_industrial/intelectual;2022;4;775002;Andalucía;0.0052;0.07388252678241596
14;cordoba;contra_la_propiedad_industrial/intelectual;2023;0;774313;Andalucía;0.0;0.0
14;cordoba;contra_la_propiedad_industrial/intelectual;2024;3;773163;Andalucía;0.0039;0.040295500335795834
14;cordoba;delitos_sexuales;2022;29;775002;Andalucía;0.0374;0.5356483191725157
14;cordoba;delitos_sexuales;2023;28;774313;Andalucía;0.0362;0.3650586701434159
14;cordoba;delitos_sexuales;2024;26;773163;Andalucía;0.0336;0.3492276695768972
14;cordoba;falsificacion_informatica;2022;275;775002;Andalucía;0.3548;5.079423716291097
14;cordoba;falsificacion_informatica;2023;383;774313;Andalucía;0.4946;4.99348109517601
14;cordoba;falsificacion_informatica;2024;401;773163;Andalucía;0.5186;5.3861652115513765
14;cordoba;interferencia_en_los_datos_y_en_el_sistema;2022;32;775002;Andalucía;0.0413;0.5910602142593276
14;cordoba;interferencia_en_los_datos_y_en_el_sistema;2023;20;774313;Andalucía;0.0258;0.2607561929595828
14;cordoba;interferencia_en_los_datos_y_en_el_sistema;2024;34;773163;Andalucía;0.044;0.4566823371390195
15;coruna;acceso__e_interceptacion_ilicita;2022;155;1123884;Galicia;0.1379;1.8371459049425152
15;coruna;acceso__e_interceptacion_ilicita;2023;199;1128449;Galicia;0.1763;2.234950584007188
15;coruna;acceso__e_interceptacion_ilicita;2024;318;1135623;Galicia;0.28;3.1873308609802544
15;coruna;amenazas_y_coacciones;2022;475;1123884;Galicia;0.4226;5.629963257081902
15;coruna;amenazas_y_coacciones;2023;470;1128449;Galicia;0.4165;5.278526504941599
15;coruna;amenazas_y_coacciones;2024;495;1135623;Galicia;0.4359;4.961411245865491
15;coruna;contra_el_honor;2022;46;1123884;Galicia;0.0409;0.5452174943700367
15;coruna;contra_el_honor;2023;64;1128449;Galicia;0.0567;0.7187780772686434
15;coruna;contra_el_honor;2024;66;1135623;Galicia;0.0581;0.6615214994487321
15;coruna;contra_la_propiedad_industrial/intelectual;2022;3;1123884;Galicia;0.0027;0.035557662676306744
15;coruna;contra_la_propiedad_industrial/intelectual;2023;0;1128449;Galicia;0.0;0.0
15;coruna;contra_la_propiedad_industrial/intelectual;2024;3;1135623;Galicia;0.0026;0.030069159065851458
15;coruna;delitos_sexuales;2022;29;1123884;Galicia;0.0258;0.3437240725376319
15;coruna;delitos_sexuales;2023;48;1128449;Galicia;0.0425;0.5390835579514826
15;coruna;delitos_sexuales;2024;39;1135623;Galicia;0.0343;0.390899067856069
15;coruna;falsificacion_informatica;2022;259;1123884;Galicia;0.2305;3.0698115443878153
15;coruna;falsificacion_informatica;2023;438;1128449;Galicia;0.3881;4.919137466307277
15;coruna;falsificacion_informatica;2024;559;1135623;Galicia;0.4922;5.602886639270322
15;coruna;interferencia_en_los_datos_y_en_el_sistema;2022;36;1123884;Galicia;0.032;0.42669195211568095
15;coruna;interferencia_en_los_datos_y_en_el_sistema;2023;46;1128449;Galicia;0.0408;0.5166217430368374
15;coruna;interferencia_en_los_datos_y_en_el_sistema;2024;45;1135623;Galicia;0.0396;0.4510373859877718
16;cuenca;acceso__e_interceptacion_ilicita;2022;12;198436;Castilla-La Mancha;0.0605;0.7599746675110829
16;cuenca;acceso__e_interceptacion_ilicita;2023;19;199025;Castilla-La Mancha;0.0955;1.1130638547158758
16;cuenca;acceso__e_interceptacion_ilicita;2024;14;199859;Castilla-La Mancha;0.07;0.9395973154362416
16;cuenca;amenazas_y_coacciones;2022;63;198436;Castilla-La Mancha;0.3175;3.9898670044331856
16;cuenca;amenazas_y_coacciones;2023;45;199025;Castilla-La Mancha;0.2261;2.6362038664323375
16;cuenca;amenazas_y_coacciones;2024;63;199859;Castilla-La Mancha;0.3152;4.228187919463087
16;cuenca;contra_el_honor;2022;9;198436;Castilla-La Mancha;0.0454;0.5699810006333123
16;cuenca;contra_el_honor;2023;20;199025;Castilla-La Mancha;0.1005;1.1716461628588166
16;cuenca;contra_el_honor;2024;7;199859;Castilla-La Mancha;0.035;0.4697986577181208
16;cuenca;contra_la_propiedad_industrial/intelectual;2022;0;198436;Castilla-La Mancha;0.0;0.0
16;cuenca;contra_la_propiedad_industrial/intelectual;2023;0;199025;Castilla-La Mancha;0.0;0.0
16;cuenca;contra_la_propiedad_industrial/intelectual;2024;0;199859;Castilla-La Mancha;0.0;0.0
16;cuenca;delitos_sexuales;2022;3;198436;Castilla-La Mancha;0.0151;0.18999366687777072
16;cuenca;delitos_sexuales;2023;6;199025;Castilla-La Mancha;0.0301;0.35149384885764495
16;cuenca;delitos_sexuales;2024;7;199859;Castilla-La Mancha;0.035;0.4697986577181208
16;cuenca;falsificacion_informatica;2022;67;198436;Castilla-La Mancha;0.3376;4.243191893603546
16;cuenca;falsificacion_informatica;2023;68;199025;Castilla-La Mancha;0.3417;3.9835969537199762
16;cuenca;falsificacion_informatica;2024;83;199859;Castilla-La Mancha;0.4153;5.570469798657718
16;cuenca;interferencia_en_los_datos_y_en_el_sistema;2022;14;198436;Castilla-La Mancha;0.0706;0.8866371120962635
16;cuenca;interferencia_en_los_datos_y_en_el_sistema;2023;13;199025;Castilla-La Mancha;0.0653;0.7615700058582308
16;cuenca;interferencia_en_los_datos_y_en_el_sistema;2024;8;199859;Castilla-La Mancha;0.04;0.5369127516778524
20;gipuzkoa;acceso__e_interceptacion_ilicita;2022;51;726712;País Vasco;0.0702;0.8403361344537815
20;gipuzkoa;acceso__e_interceptacion_ilicita;2023;74;729722;País Vasco;0.1014;0.8446524369364227
20;gipuzkoa;acceso__e_interceptacion_ilicita;2024;71;733149;País Vasco;0.0968;0.9189748899818794
20;gipuzkoa;amenazas_y_coacciones;2022;181;726712;País Vasco;0.2491;2.9823694183555776
20;gipuzkoa;amenazas_y_coacciones;2023;446;729722;País Vasco;0.6112;5.090743065860061
20;gipuzkoa;amenazas_y_coacciones;2024;457;733149;País Vasco;0.6233;5.915091897488998
20;gipuzkoa;contra_el_honor;2022;1;726712;País Vasco;0.0014;0.01647717910693689
20;gipuzkoa;contra_el_honor;2023;2;729722;País Vasco;0.0027;0.022828444241524942
20;gipuzkoa;contra_el_honor;2024;0;733149;País Vasco;0.0;0.0
20;gipuzkoa;contra_la_propiedad_industrial/intelectual;2022;1;726712;País Vasco;0.0014;0.01647717910693689
20;gipuzkoa;contra_la_propiedad_industrial/intelectual;2023;1;729722;País Vasco;0.0014;0.011414222120762471
20;gipuzkoa;contra_la_propiedad_industrial/intelectual;2024;4;733149;País Vasco;0.0055;0.05177323323841575
20;gipuzkoa;delitos_sexuales;2022;15;726712;País Vasco;0.0206;0.2471576866040534
20;gipuzkoa;delitos_sexuales;2023;81;729722;País Vasco;0.111;0.9245519917817601
20;gipuzkoa;delitos_sexuales;2024;41;733149;País Vasco;0.0559;0.5306756406937613
20;gipuzkoa;falsificacion_informatica;2022;237;726712;País Vasco;0.3261;3.9050914483440433
20;gipuzkoa;falsificacion_informatica;2023;256;729722;País Vasco;0.3508;2.9220408629151926
20;gipuzkoa;falsificacion_informatica;2024;268;733149;País Vasco;0.3655;3.468806626973855
20;gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2022;11;726712;País Vasco;0.0151;0.1812489701763058
20;gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2023;6;729722;País Vasco;0.0082;0.06848533272457483
20;gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2024;3;733149;País Vasco;0.0041;0.0388299249288118
17;girona;acceso__e_interceptacion_ilicita;2022;120;808672;Cataluña;0.1484;1.685866816521495
17;girona;acceso__e_interceptacion_ilicita;2023;118;821108;Cataluña;0.1437;1.359447004608295
17;girona;acceso__e_interceptacion_ilicita;2024;77;830429;Cataluña;0.0927;0.9627406851712927
17;girona;amenazas_y_coacciones;2022;75;808672;Cataluña;0.0927;1.0536667603259342
17;girona;amenazas_y_coacciones;2023;64;821108;Cataluña;0.0779;0.7373271889400922
17;girona;amenazas_y_coacciones;2024;95;830429;Cataluña;0.1144;1.1877969492373095
17;girona;contra_el_honor;2022;1;808672;Cataluña;0.0012;0.014048890137679125
17;girona;contra_el_honor;2023;2;821108;Cataluña;0.0024;0.02304147465437788
17;girona;contra_el_honor;2024;1;830429;Cataluña;0.0012;0.012503125781445362
17;girona;contra_la_propiedad_industrial/intelectual;2022;2;808672;Cataluña;0.0025;0.02809778027535825
17;girona;contra_la_propiedad_industrial/intelectual;2023;0;821108;Cataluña;0.0;0.0
17;girona;contra_la_propiedad_industrial/intelectual;2024;3;830429;Cataluña;0.0036;0.037509377344336084
17;girona;delitos_sexuales;2022;11;808672;Cataluña;0.0136;0.15453779151447036
17;girona;delitos_sexuales;2023;12;821108;Cataluña;0.0146;0.1382488479262673
17;girona;delitos_sexuales;2024;15;830429;Cataluña;0.0181;0.1875468867216804
17;girona;falsificacion_informatica;2022;72;808672;Cataluña;0.089;1.0115200899128969
17;girona;falsificacion_informatica;2023;78;821108;Cataluña;0.095;0.8986175115207374
17;girona;falsificacion_informatica;2024;149;830429;Cataluña;0.1794;1.8629657414353586
17;girona;interferencia_en_los_datos_y_en_el_sistema;2022;4;808672;Cataluña;0.0049;0.0561955605507165
17;girona;interferencia_en_los_datos_y_en_el_sistema;2023;9;821108;Cataluña;0.011;0.10368663594470047
17;girona;interferencia_en_los_datos_y_en_el_sistema;2024;6;830429;Cataluña;0.0072;0.07501875468867217
18;granada;acceso__e_interceptacion_ilicita;2022;86;934072;Andalucía;0.0921;1.5840854669368207
18;granada;acceso__e_interceptacion_ilicita;2023;104;939741;Andalucía;0.1107;1.0465935392975747
18;granada;acceso__e_interceptacion_ilicita;2024;173;945797;Andalucía;0.1829;1.8248945147679325
18;granada;amenazas_y_coacciones;2022;299;934072;Andalucía;0.3201;5.507459937373365
18;granada;amenazas_y_coacciones;2023;427;939741;Andalucía;0.4544;4.29707155076985
18;granada;amenazas_y_coacciones;2024;522;945797;Andalucía;0.5519;5.506329113924051
18;granada;contra_el_honor;2022;24;934072;Andalucía;0.0257;0.4420703628660895
18;granada;contra_el_honor;2023;23;939741;Andalucía;0.0245;0.23145818657542516
18;granada;contra_el_honor;2024;26;945797;Andalucía;0.0275;0.27426160337552746
18;granada;contra_la_propiedad_industrial/intelectual;2022;4;934072;Andalucía;0.0043;0.07367839381101492
18;granada;contra_la_propiedad_industrial/intelectual;2023;2;939741;Andalucía;0.0021;0.02012679883264567
18;granada;contra_la_propiedad_industrial/intelectual;2024;5;945797;Andalucía;0.0053;0.05274261603375527
18;granada;delitos_sexuales;2022;21;934072;Andalucía;0.0225;0.3868115675078283
18;granada;delitos_sexuales;2023;31;939741;Andalucía;0.033;0.31196538190600787
18;granada;delitos_sexuales;2024;21;945797;Andalucía;0.0222;0.22151898734177217
18;granada;falsificacion_informatica;2022;242;934072;Andalucía;0.2591;4.457542825566403
18;granada;falsificacion_informatica;2023;280;939741;Andalucía;0.298;2.8177518365703933
18;granada;falsificacion_informatica;2024;383;945797;Andalucía;0.4049;4.040084388185654
18;granada;interferencia_en_los_datos_y_en_el_sistema;2022;53;934072;Andalucía;0.0567;0.9762387179959477
18;granada;interferencia_en_los_datos_y_en_el_sistema;2023;92;939741;Andalucía;0.0979;0.9258327463017006
18;granada;interferencia_en_los_datos_y_en_el_sistema;2024;75;945797;Andalucía;0.0793;0.7911392405063291
19;guadalajara;acceso__e_interceptacion_ilicita;2022;18;275082;Castilla-La Mancha;0.0654;0.9988901220865706
19;guadalajara;acceso__e_interceptacion_ilicita;2023;29;280225;Castilla-La Mancha;0.1035;0.8531921153280376
19;guadalajara;acceso__e_interceptacion_ilicita;2024;24;285839;Castilla-La Mancha;0.084;0.7741935483870968
19;guadalajara;amenazas_y_coacciones;2022;108;275082;Castilla-La Mancha;0.3926;5.993340732519423
19;guadalajara;amenazas_y_coacciones;2023;103;280225;Castilla-La Mancha;0.3676;3.0303030303030303
19;guadalajara;amenazas_y_coacciones;2024;87;285839;Castilla-La Mancha;0.3044;2.806451612903226
19;guadalajara;contra_el_honor;2022;3;275082;Castilla-La Mancha;0.0109;0.1664816870144284
19;guadalajara;contra_el_honor;2023;7;280225;Castilla-La Mancha;0.025;0.20594292438952633
19;guadalajara;contra_el_honor;2024;4;285839;Castilla-La Mancha;0.014;0.12903225806451613
19;guadalajara;contra_la_propiedad_industrial/intelectual;2022;1;275082;Castilla-La Mancha;0.0036;0.05549389567147614
19;guadalajara;contra_la_propiedad_industrial/intelectual;2023;0;280225;Castilla-La Mancha;0.0;0.0
19;guadalajara;contra_la_propiedad_industrial/intelectual;2024;0;285839;Castilla-La Mancha;0.0;0.0
19;guadalajara;delitos_sexuales;2022;6;275082;Castilla-La Mancha;0.0218;0.3329633740288568
19;guadalajara;delitos_sexuales;2023;13;280225;Castilla-La Mancha;0.0464;0.38246543100912034
19;guadalajara;delitos_sexuales;2024;10;285839;Castilla-La Mancha;0.035;0.3225806451612903
19;guadalajara;falsificacion_informatica;2022;105;275082;Castilla-La Mancha;0.3817;5.826859045504994
19;guadalajara;falsificacion_informatica;2023;145;280225;Castilla-La Mancha;0.5174;4.265960576640189
19;guadalajara;falsificacion_informatica;2024;143;285839;Castilla-La Mancha;0.5003;4.612903225806451
19;guadalajara;interferencia_en_los_datos_y_en_el_sistema;2022;10;275082;Castilla-La Mancha;0.0364;0.5549389567147613
19;guadalajara;interferencia_en_los_datos_y_en_el_sistema;2023;6;280225;Castilla-La Mancha;0.0214;0.176522506619594
19;guadalajara;interferencia_en_los_datos_y_en_el_sistema;2024;9;285839;Castilla-La Mancha;0.0315;0.2903225806451613
21;huelva;acceso__e_interceptacion_ilicita;2022;37;534084;Andalucía;0.0693;1.77799135031235
21;huelva;acceso__e_interceptacion_ilicita;2023;70;535734;Andalucía;0.1307;2.063679245283019
21;huelva;acceso__e_interceptacion_ilicita;2024;86;538789;Andalucía;0.1596;2.4239007891770012
21;huelva;amenazas_y_coacciones;2022;220;534084;Andalucía;0.4119;10.571840461316674
21;huelva;amenazas_y_coacciones;2023;198;535734;Andalucía;0.3696;5.837264150943397
21;huelva;amenazas_y_coacciones;2024;156;538789;Andalucía;0.2895;4.3968432919954905
21;huelva;contra_el_honor;2022;25;534084;Andalucía;0.0468;1.2013455069678038
21;huelva;contra_el_honor;2023;27;535734;Andalucía;0.0504;0.7959905660377359
21;huelva;contra_el_honor;2024;15;538789;Andalucía;0.0278;0.4227733934611048
21;huelva;contra_la_propiedad_industrial/intelectual;2022;1;534084;Andalucía;0.0019;0.04805382027871216
21;huelva;contra_la_propiedad_industrial/intelectual;2023;1;535734;Andalucía;0.0019;0.0294811320754717
21;huelva;contra_la_propiedad_industrial/intelectual;2024;3;538789;Andalucía;0.0056;0.08455467869222097
21;huelva;delitos_sexuales;2022;22;534084;Andalucía;0.0412;1.0571840461316675
21;huelva;delitos_sexuales;2023;20;535734;Andalucía;0.0373;0.589622641509434
21;huelva;delitos_sexuales;2024;22;538789;Andalucía;0.0408;0.6200676437429538
21;huelva;falsificacion_informatica;2022;86;534084;Andalucía;0.161;4.132628543969245
21;huelva;falsificacion_informatica;2023;69;535734;Andalucía;0.1288;2.0341981132075473
21;huelva;falsificacion_informatica;2024;138;538789;Andalucía;0.2561;3.8895152198421648
21;huelva;interferencia_en_los_datos_y_en_el_sistema;2022;9;534084;Andalucía;0.0169;0.4324843825084094
21;huelva;interferencia_en_los_datos_y_en_el_sistema;2023;3;535734;Andalucía;0.0056;0.0884433962264151
21;huelva;interferencia_en_los_datos_y_en_el_sistema;2024;10;538789;Andalucía;0.0186;0.2818489289740699
22;huesca;acceso__e_interceptacion_ilicita;2022;14;226878;Aragón;0.0617;0.9096816114359974
22;huesca;acceso__e_interceptacion_ilicita;2023;20;228519;Aragón;0.0875;0.946521533364884
22;huesca;acceso__e_interceptacion_ilicita;2024;25;230087;Aragón;0.1087;1.0893246187363834
22;huesca;amenazas_y_coacciones;2022;73;226878;Aragón;0.3218;4.743339831059129
22;huesca;amenazas_y_coacciones;2023;112;228519;Aragón;0.4901;5.3005205868433505
22;huesca;amenazas_y_coacciones;2024;117;230087;Aragón;0.5085;5.098039215686274
22;huesca;contra_el_honor;2022;1;226878;Aragón;0.0044;0.0649772579597141
22;huesca;contra_el_honor;2023;6;228519;Aragón;0.0263;0.28395646000946523
22;huesca;contra_el_honor;2024;11;230087;Aragón;0.0478;0.4793028322440087
22;huesca;contra_la_propiedad_industrial/intelectual;2022;0;226878;Aragón;0.0;0.0
22;huesca;contra_la_propiedad_industrial/intelectual;2023;0;228519;Aragón;0.0;0.0
22;huesca;contra_la_propiedad_industrial/intelectual;2024;2;230087;Aragón;0.0087;0.08714596949891067
22;huesca;delitos_sexuales;2022;3;226878;Aragón;0.0132;0.1949317738791423
22;huesca;delitos_sexuales;2023;7;228519;Aragón;0.0306;0.3312825366777094
22;huesca;delitos_sexuales;2024;9;230087;Aragón;0.0391;0.39215686274509803
22;huesca;falsificacion_informatica;2022;57;226878;Aragón;0.2512;3.7037037037037033
22;huesca;falsificacion_informatica;2023;84;228519;Aragón;0.3676;3.975390440132513
22;huesca;falsificacion_informatica;2024;95;230087;Aragón;0.4129;4.139433551198257
22;huesca;interferencia_en_los_datos_y_en_el_sistema;2022;2;226878;Aragón;0.0088;0.1299545159194282
22;huesca;interferencia_en_los_datos_y_en_el_sistema;2023;8;228519;Aragón;0.035;0.37860861334595364
22;huesca;interferencia_en_los_datos_y_en_el_sistema;2024;30;230087;Aragón;0.1304;1.3071895424836601
23;jaen;acceso__e_interceptacion_ilicita;2022;46;620637;Andalucía;0.0741;1.2292891501870657
23;jaen;acceso__e_interceptacion_ilicita;2023;75;619055;Andalucía;0.1212;1.3572204125950056
23;jaen;acceso__e_interceptacion_ilicita;2024;55;618143;Andalucía;0.089;1.103088648215002
23;jaen;amenazas_y_coacciones;2022;213;620637;Andalucía;0.3432;5.692143238909674
23;jaen;amenazas_y_coacciones;2023;150;619055;Andalucía;0.2423;2.714440825190011
23;jaen;amenazas_y_coacciones;2024;171;618143;Andalucía;0.2766;3.429602888086643
23;jaen;contra_el_honor;2022;24;620637;Andalucía;0.0387;0.6413682522715126
23;jaen;contra_el_honor;2023;16;619055;Andalucía;0.0258;0.2895403546869345
23;jaen;contra_el_honor;2024;23;618143;Andalucía;0.0372;0.4612916165262736
23;jaen;contra_la_propiedad_industrial/intelectual;2022;1;620637;Andalucía;0.0016;0.026723677177979688
23;jaen;contra_la_propiedad_industrial/intelectual;2023;2;619055;Andalucía;0.0032;0.036192544335866814
23;jaen;contra_la_propiedad_industrial/intelectual;2024;1;618143;Andalucía;0.0016;0.02005615724027276
23;jaen;delitos_sexuales;2022;16;620637;Andalucía;0.0258;0.427578834847675
23;jaen;delitos_sexuales;2023;11;619055;Andalucía;0.0178;0.19905899384726747
23;jaen;delitos_sexuales;2024;9;618143;Andalucía;0.0146;0.18050541516245489
23;jaen;falsificacion_informatica;2022;227;620637;Andalucía;0.3658;6.06627471940139
23;jaen;falsificacion_informatica;2023;229;619055;Andalucía;0.3699;4.14404632645675
23;jaen;falsificacion_informatica;2024;320;618143;Andalucía;0.5177;6.417970316887285
23;jaen;interferencia_en_los_datos_y_en_el_sistema;2022;8;620637;Andalucía;0.0129;0.2137894174238375
23;jaen;interferencia_en_los_datos_y_en_el_sistema;2023;9;619055;Andalucía;0.0145;0.16286644951140067
23;jaen;interferencia_en_los_datos_y_en_el_sistema;2024;10;618143;Andalucía;0.0162;0.20056157240272765
24;leon;acceso__e_interceptacion_ilicita;2022;58;448573;Castilla y León;0.1293;1.543784934788395
24;leon;acceso__e_interceptacion_ilicita;2023;52;447802;Castilla y León;0.1161;1.1943040881947635
24;leon;acceso__e_interceptacion_ilicita;2024;70;448030;Castilla y León;0.1562;1.5469613259668509
24;leon;amenazas_y_coacciones;2022;178;448573;Castilla y León;0.3968;4.737822730902316
24;leon;amenazas_y_coacciones;2023;184;447802;Castilla y León;0.4109;4.225999081304548
24;leon;amenazas_y_coacciones;2024;183;448030;Castilla y León;0.4085;4.044198895027624
24;leon;contra_el_honor;2022;24;448573;Castilla y León;0.0535;0.6388075592227841
24;leon;contra_el_honor;2023;31;447802;Castilla y León;0.0692;0.7119889756545705
24;leon;contra_el_honor;2024;19;448030;Castilla y León;0.0424;0.4198895027624309
24;leon;contra_la_propiedad_industrial/intelectual;2022;1;448573;Castilla y León;0.0022;0.026616981634282673
24;leon;contra_la_propiedad_industrial/intelectual;2023;0;447802;Castilla y León;0.0;0.0
24;leon;contra_la_propiedad_industrial/intelectual;2024;9;448030;Castilla y León;0.0201;0.1988950276243094
24;leon;delitos_sexuales;2022;22;448573;Castilla y León;0.049;0.5855735959542188
24;leon;delitos_sexuales;2023;29;447802;Castilla y León;0.0648;0.6660542030316949
24;leon;delitos_sexuales;2024;22;448030;Castilla y León;0.0491;0.48618784530386744
24;leon;falsificacion_informatica;2022;78;448573;Castilla y León;0.1739;2.0761245674740483
24;leon;falsificacion_informatica;2023;173;447802;Castilla y León;0.3863;3.973357831878732
24;leon;falsificacion_informatica;2024;218;448030;Castilla y León;0.4866;4.81767955801105
24;leon;interferencia_en_los_datos_y_en_el_sistema;2022;23;448573;Castilla y León;0.0513;0.6121905775885015
24;leon;interferencia_en_los_datos_y_en_el_sistema;2023;27;447802;Castilla y León;0.0603;0.6201194304088194
24;leon;interferencia_en_los_datos_y_en_el_sistema;2024;38;448030;Castilla y León;0.0848;0.8397790055248618
25;lleida;acceso__e_interceptacion_ilicita;2022;98;447343;Cataluña;0.2191;2.407270940800786
25;lleida;acceso__e_interceptacion_ilicita;2023;88;451707;Cataluña;0.1948;1.8545837723919916
25;lleida;acceso__e_interceptacion_ilicita;2024;68;458226;Cataluña;0.1484;1.593625498007968
25;lleida;amenazas_y_coacciones;2022;88;447343;Cataluña;0.1967;2.1616310488823385
25;lleida;amenazas_y_coacciones;2023;96;451707;Cataluña;0.2125;2.0231822971548996
25;lleida;amenazas_y_coacciones;2024;106;458226;Cataluña;0.2313;2.4841809233653622
25;lleida;contra_el_honor;2022;3;447343;Cataluña;0.0067;0.07369196757553427
25;lleida;contra_el_honor;2023;3;451707;Cataluña;0.0066;0.06322444678609061
25;lleida;contra_el_honor;2024;4;458226;Cataluña;0.0087;0.0937426763534099
25;lleida;contra_la_propiedad_industrial/intelectual;2022;1;447343;Cataluña;0.0022;0.024563989191844753
25;lleida;contra_la_propiedad_industrial/intelectual;2023;1;451707;Cataluña;0.0022;0.021074815595363543
25;lleida;contra_la_propiedad_industrial/intelectual;2024;0;458226;Cataluña;0.0;0.0
25;lleida;delitos_sexuales;2022;5;447343;Cataluña;0.0112;0.12281994595922378
25;lleida;delitos_sexuales;2023;8;451707;Cataluña;0.0177;0.16859852476290835
25;lleida;delitos_sexuales;2024;11;458226;Cataluña;0.024;0.25779235997187716
25;lleida;falsificacion_informatica;2022;24;447343;Cataluña;0.0537;0.5895357406042742
25;lleida;falsificacion_informatica;2023;21;451707;Cataluña;0.0465;0.44257112750263433
25;lleida;falsificacion_informatica;2024;69;458226;Cataluña;0.1506;1.6170611670963206
25;lleida;interferencia_en_los_datos_y_en_el_sistema;2022;5;447343;Cataluña;0.0112;0.12281994595922378
25;lleida;interferencia_en_los_datos_y_en_el_sistema;2023;11;451707;Cataluña;0.0244;0.23182297154899895
25;lleida;interferencia_en_los_datos_y_en_el_sistema;2024;6;458226;Cataluña;0.0131;0.14061401453011485
27;lugo;acceso__e_interceptacion_ilicita;2022;23;324267;Galicia;0.0709;1.1910926980838943
27;lugo;acceso__e_interceptacion_ilicita;2023;41;325048;Galicia;0.1261;2.0
27;lugo;acceso__e_interceptacion_ilicita;2024;57;326022;Galicia;0.1748;2.441113490364026
27;lugo;amenazas_y_coacciones;2022;87;324267;Galicia;0.2683;4.505437597099949
27;lugo;amenazas_y_coacciones;2023;121;325048;Galicia;0.3723;5.902439024390244
27;lugo;amenazas_y_coacciones;2024;130;326022;Galicia;0.3987;5.567451820128479
27;lugo;contra_el_honor;2022;8;324267;Galicia;0.0247;0.4142931123770067
27;lugo;contra_el_honor;2023;17;325048;Galicia;0.0523;0.8292682926829269
27;lugo;contra_el_honor;2024;9;326022;Galicia;0.0276;0.3854389721627409
27;lugo;contra_la_propiedad_industrial/intelectual;2022;0;324267;Galicia;0.0;0.0
27;lugo;contra_la_propiedad_industrial/intelectual;2023;0;325048;Galicia;0.0;0.0
27;lugo;contra_la_propiedad_industrial/intelectual;2024;3;326022;Galicia;0.0092;0.1284796573875803
27;lugo;delitos_sexuales;2022;3;324267;Galicia;0.0093;0.15535991714137753
27;lugo;delitos_sexuales;2023;10;325048;Galicia;0.0308;0.4878048780487805
27;lugo;delitos_sexuales;2024;8;326022;Galicia;0.0245;0.3426124197002141
27;lugo;falsificacion_informatica;2022;30;324267;Galicia;0.0925;1.5535991714137753
27;lugo;falsificacion_informatica;2023;58;325048;Galicia;0.1784;2.829268292682927
27;lugo;falsificacion_informatica;2024;78;326022;Galicia;0.2392;3.340471092077088
27;lugo;interferencia_en_los_datos_y_en_el_sistema;2022;9;324267;Galicia;0.0278;0.4660797514241326
27;lugo;interferencia_en_los_datos_y_en_el_sistema;2023;5;325048;Galicia;0.0154;0.24390243902439024
27;lugo;interferencia_en_los_datos_y_en_el_sistema;2024;13;326022;Galicia;0.0399;0.556745182012848
28;madrid;acceso__e_interceptacion_ilicita;2022;867;6871903;Madrid;0.1262;1.3598293547476394
28;madrid;acceso__e_interceptacion_ilicita;2023;1139;7009268;Madrid;0.1625;1.4439472116225707
28;madrid;acceso__e_interceptacion_ilicita;2024;1621;7113886;Madrid;0.2279;2.206132531268288
28;madrid;amenazas_y_coacciones;2022;2143;6871903;Madrid;0.3118;3.3611468364754225
28;madrid;amenazas_y_coacciones;2023;2719;7009268;Madrid;0.3879;3.446964414751334
28;madrid;amenazas_y_coacciones;2024;2480;7113886;Madrid;0.3486;3.375205846727548
28;madrid;contra_el_honor;2022;115;6871903;Madrid;0.0167;0.18036952225603062
28;madrid;contra_el_honor;2023;87;7009268;Madrid;0.0124;0.11029271941278636
28;madrid;contra_el_honor;2024;96;7113886;Madrid;0.0135;0.13065312955074376
28;madrid;contra_la_propiedad_industrial/intelectual;2022;26;6871903;Madrid;0.0038;0.04077919633614605
28;madrid;contra_la_propiedad_industrial/intelectual;2023;13;7009268;Madrid;0.0019;0.016480521291565776
28;madrid;contra_la_propiedad_industrial/intelectual;2024;23;7113886;Madrid;0.0032;0.031302312288199026
28;madrid;delitos_sexuales;2022;204;6871903;Madrid;0.0297;0.31995984817591516
28;madrid;delitos_sexuales;2023;239;7009268;Madrid;0.0341;0.3029880452834016
28;madrid;delitos_sexuales;2024;230;7113886;Madrid;0.0323;0.3130231228819903
28;madrid;falsificacion_informatica;2022;2291;6871903;Madrid;0.3334;3.5932745694657924
28;madrid;falsificacion_informatica;2023;2882;7009268;Madrid;0.4112;3.653604797099428
28;madrid;falsificacion_informatica;2024;3289;7113886;Madrid;0.4623;4.4762306572124615
28;madrid;interferencia_en_los_datos_y_en_el_sistema;2022;318;6871903;Madrid;0.0463;0.4987609398036325
28;madrid;interferencia_en_los_datos_y_en_el_sistema;2023;268;7009268;Madrid;0.0382;0.3397522850876637
28;madrid;interferencia_en_los_datos_y_en_el_sistema;2024;377;7113886;Madrid;0.053;0.5130857275065667
29;malaga;acceso__e_interceptacion_ilicita;2022;304;1752728;Andalucía;0.1734;2.5625895641911827
