Provincias;Grupo penal;Poblacion_Provincial;periodo;Tasa_Predicha_2025;Hechos_Predichos_2025
teruel;acceso__e_interceptacion_ilicita;136091;2025;0.07638401538133621;10.0
teruel;amenazas_y_coacciones;136091;2025;0.552539587020874;75.0
teruel;contra_el_honor;136091;2025;0.030414361506700516;4.0
teruel;contra_la_propiedad_industrial/intelectual;136091;2025;0.007704759016633034;1.0
teruel;delitos_sexuales;136091;2025;0.030667204409837723;4.0
teruel;falsificacion_informatica;136091;2025;0.537651538848877;73.0
teruel;interferencia_en_los_datos_y_en_el_sistema;136091;2025;0.042849160730838776;6.0
toledo;acceso__e_interceptacion_ilicita;755081;2025;0.18213891983032227;138.0
toledo;amenazas_y_coacciones;755081;2025;0.45250314474105835;342.0
toledo;contra_el_honor;755081;2025;0.035726360976696014;27.0
toledo;contra_la_propiedad_industrial/intelectual;755081;2025;0.002941128332167864;2.0
toledo;delitos_sexuales;755081;2025;0.03497135639190674;26.0
toledo;falsificacion_informatica;755081;2025;0.5231050252914429;395.0
toledo;interferencia_en_los_datos_y_en_el_sistema;755081;2025;0.02535814419388771;19.0
valencia;acceso__e_interceptacion_ilicita;2763996;2025;0.1839626282453537;508.0
valencia;amenazas_y_coacciones;2763996;2025;0.364752858877182;1008.0
valencia;contra_el_honor;2763996;2025;0.022825593128800392;63.0
valencia;contra_la_propiedad_industrial/intelectual;2763996;2025;0.006743748672306538;19.0
valencia;delitos_sexuales;2763996;2025;0.03660865128040314;101.0
valencia;falsificacion_informatica;2763996;2025;0.4628891050815582;1279.0
valencia;interferencia_en_los_datos_y_en_el_sistema;2763996;2025;0.07016515731811523;194.0
valladolid;acceso__e_interceptacion_ilicita;528644;2025;0.26936787366867065;142.0
valladolid;amenazas_y_coacciones;528644;2025;0.41892874240875244;221.0
valladolid;contra_el_honor;528644;2025;0.0267300084233284;14.0
valladolid;contra_la_propiedad_industrial/intelectual;528644;2025;0.003569713793694973;2.0
valladolid;delitos_sexuales;528644;2025;0.02443019486963749;13.0
valladolid;falsificacion_informatica;528644;2025;0.5118165016174316;271.0
valladolid;interferencia_en_los_datos_y_en_el_sistema;528644;2025;0.12577314674854279;66.0
zamora;acceso__e_interceptacion_ilicita;165564;2025;0.14047737419605255;23.0
zamora;amenazas_y_coacciones;165564;2025;0.4223484694957733;70.0
zamora;contra_el_honor;165564;2025;0.03076816163957119;5.0
zamora;contra_la_propiedad_industrial/intelectual;165564;2025;0.0010592658072710037;0.0
zamora;delitos_sexuales;165564;2025;0.025761593133211136;4.0
zamora;falsificacion_informatica;165564;2025;0.37447914481163025;62.0
zamora;interferencia_en_los_datos_y_en_el_sistema;165564;2025;0.03076816163957119;5.0
zaragoza;acceso__e_interceptacion_ilicita;998443;2025;0.2100788950920105;210.0
zaragoza;amenazas_y_coacciones;998443;2025;0.41534003615379333;415.0
zaragoza;contra_el_honor;998443;2025;0.017436908558011055;17.0
zaragoza;contra_la_propiedad_industrial/intelectual;998443;2025;0.008146441541612148;8.0
zaragoza;delitos_sexuales;998443;2025;0.025610987097024918;26.0
zaragoza;falsificacion_informatica;998443;2025;0.3548780083656311;354.0
zaragoza;interferencia_en_los_datos_y_en_el_sistema;998443;2025;0.022744975984096527;23.0
