Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad;codigo_ine;Total_Provincial;Peso_Tipologia;Peso_Fraude;VAR_pct
cantabria;acceso__e_interceptacion_ilicita;2023;129;590851;Cantabria;0.2183;39;5968;2.1615281501340484;;63.29113924050633
cantabria;acceso__e_interceptacion_ilicita;2024;209;593623;Cantabria;0.3521;39;6536;3.1976744186046515;;62.01550387596899
cantabria;amenazas_y_coacciones;2022;208;588387;Cantabria;0.3535;39;4806;4.327923429047025;;
cantabria;amenazas_y_coacciones;2023;249;590851;Cantabria;0.4214;39;5968;4.17225201072386;;19.71153846153846
cantabria;amenazas_y_coacciones;2024;258;593623;Cantabria;0.4346;39;6536;3.9473684210526314;;3.6144578313253017
cantabria;contra_el_honor;2022;11;588387;Cantabria;0.0187;39;4806;0.22888056595921766;;
cantabria;contra_el_honor;2023;9;590851;Cantabria;0.0152;39;5968;0.15080428954423591;;-18.181818181818176
cantabria;contra_el_honor;2024;11;593623;Cantabria;0.0185;39;6536;0.16829865361077112;;22.222222222222232
cantabria;contra_la_propiedad_industrial/intelectual;2022;1;588387;Cantabria;0.0017;39;4806;0.020807324178110695;;
cantabria;contra_la_propiedad_industrial/intelectual;2023;14;590851;Cantabria;0.0237;39;5968;0.23458445040214476;;1300.0
cantabria;contra_la_propiedad_industrial/intelectual;2024;6;593623;Cantabria;0.0101;39;6536;0.09179926560587516;;-57.14285714285714
cantabria;delitos_sexuales;2022;22;588387;Cantabria;0.0374;39;4806;0.4577611319184353;;
cantabria;delitos_sexuales;2023;12;590851;Cantabria;0.0203;39;5968;0.20107238605898123;;-45.45454545454546
cantabria;delitos_sexuales;2024;30;593623;Cantabria;0.0505;39;6536;0.4589963280293758;;150.0
cantabria;falsificacion_informatica;2022;103;588387;Cantabria;0.1751;39;4806;2.143154390345402;;
cantabria;falsificacion_informatica;2023;95;590851;Cantabria;0.1608;39;5968;1.5918230563002682;;-7.7669902912621325
cantabria;falsificacion_informatica;2024;207;593623;Cantabria;0.3487;39;6536;3.1670746634026927;;117.89473684210527
cantabria;fraude_informatico;2022;4349;588387;Cantabria;7.3914;39;4806;90.49105285060341;90.49105285060341;
cantabria;fraude_informatico;2023;5428;590851;Cantabria;9.1867;39;5968;90.95174262734585;90.95174262734585;24.81030121867096
cantabria;fraude_informatico;2024;5774;593623;Cantabria;9.7267;39;6536;88.34149326805385;88.34149326805385;6.37435519528371
cantabria;interferencia_en_los_datos_y_en_el_sistema;2022;33;588387;Cantabria;0.0561;39;4806;0.686641697877653;;
cantabria;interferencia_en_los_datos_y_en_el_sistema;2023;32;590851;Cantabria;0.0542;39;5968;0.5361930294906166;;-3.0303030303030276
cantabria;interferencia_en_los_datos_y_en_el_sistema;2024;41;593623;Cantabria;0.0691;39;6536;0.6272949816401469;;28.125
castellon;acceso__e_interceptacion_ilicita;2022;51;604086;C. Valenciana;0.0844;12;2576;1.9798136645962732;;
castellon;acceso__e_interceptacion_ilicita;2023;69;615188;C. Valenciana;0.1122;12;3958;1.7433046993431025;;35.29411764705883
castellon;acceso__e_interceptacion_ilicita;2024;117;627620;C. Valenciana;0.1864;12;4333;2.7002077082852525;;69.56521739130434
castellon;amenazas_y_coacciones;2022;208;604086;C. Valenciana;0.3443;12;2576;8.074534161490684;;
castellon;amenazas_y_coacciones;2023;162;615188;C. Valenciana;0.2633;12;3958;4.092976250631632;;-22.115384615384613
castellon;amenazas_y_coacciones;2024;190;627620;C. Valenciana;0.3027;12;4333;4.38495268866836;;17.28395061728396
castellon;contra_el_honor;2022;15;604086;C. Valenciana;0.0248;12;2576;0.5822981366459627;;
castellon;contra_el_honor;2023;14;615188;C. Valenciana;0.0228;12;3958;0.35371399696816574;;-6.666666666666665
castellon;contra_el_honor;2024;7;627620;C. Valenciana;0.0112;12;4333;0.16155088852988692;;-50.0
castellon;contra_la_propiedad_industrial/intelectual;2022;0;604086;C. Valenciana;0.0;12;2576;0.0;;
castellon;contra_la_propiedad_industrial/intelectual;2023;0;615188;C. Valenciana;0.0;12;3958;0.0;;
castellon;contra_la_propiedad_industrial/intelectual;2024;1;627620;C. Valenciana;0.0016;12;4333;0.02307869836141242;;inf
castellon;delitos_sexuales;2022;26;604086;C. Valenciana;0.043;12;2576;1.0093167701863355;;
castellon;delitos_sexuales;2023;25;615188;C. Valenciana;0.0406;12;3958;0.631632137443153;;-3.8461538461538436
castellon;delitos_sexuales;2024;12;627620;C. Valenciana;0.0191;12;4333;0.27694438033694896;;-52.0
castellon;falsificacion_informatica;2022;127;604086;C. Valenciana;0.2102;12;2576;4.930124223602485;;
castellon;falsificacion_informatica;2023;121;615188;C. Valenciana;0.1967;12;3958;3.057099545224861;;-4.7244094488189
castellon;falsificacion_informatica;2024;212;627620;C. Valenciana;0.3378;12;4333;4.892684052619432;;75.20661157024793
castellon;fraude_informatico;2022;2137;604086;C. Valenciana;3.5376;12;2576;82.95807453416148;82.95807453416148;
castellon;fraude_informatico;2023;3557;615188;C. Valenciana;5.782;12;3958;89.86862051541182;89.86862051541182;66.44829199812821
castellon;fraude_informatico;2024;3782;627620;C. Valenciana;6.0259;12;4333;87.28363720286177;87.28363720286177;6.325555243182457
castellon;interferencia_en_los_datos_y_en_el_sistema;2022;12;604086;C. Valenciana;0.0199;12;2576;0.4658385093167702;;
castellon;interferencia_en_los_datos_y_en_el_sistema;2023;10;615188;C. Valenciana;0.0163;12;3958;0.25265285497726125;;-16.666666666666664
castellon;interferencia_en_los_datos_y_en_el_sistema;2024;12;627620;C. Valenciana;0.0191;12;4333;0.27694438033694896;;19.999999999999996
ceuta;acceso__e_interceptacion_ilicita;2022;19;83052;Ceuta;0.2288;51;567;3.3509700176366843;;
ceuta;acceso__e_interceptacion_ilicita;2023;12;83179;Ceuta;0.1443;51;592;2.027027027027027;;-36.8421052631579
ceuta;acceso__e_interceptacion_ilicita;2024;21;83567;Ceuta;0.2513;51;592;3.5472972972972974;;75.0
ceuta;amenazas_y_coacciones;2022;54;83052;Ceuta;0.6502;51;567;9.523809523809524;;
ceuta;amenazas_y_coacciones;2023;33;83179;Ceuta;0.3967;51;592;5.574324324324325;;-38.888888888888886
ceuta;amenazas_y_coacciones;2024;43;83567;Ceuta;0.5146;51;592;7.263513513513513;;30.303030303030297
ceuta;contra_el_honor;2022;0;83052;Ceuta;0.0;51;567;0.0;;
ceuta;contra_el_honor;2023;8;83179;Ceuta;0.0962;51;592;1.3513513513513513;;inf
ceuta;contra_el_honor;2024;1;83567;Ceuta;0.012;51;592;0.16891891891891891;;-87.5
ceuta;contra_la_propiedad_industrial/intelectual;2022;1;83052;Ceuta;0.012;51;567;0.1763668430335097;;
ceuta;contra_la_propiedad_industrial/intelectual;2023;0;83179;Ceuta;0.0;51;592;0.0;;-100.0
ceuta;contra_la_propiedad_industrial/intelectual;2024;0;83567;Ceuta;0.0;51;592;0.0;;
ceuta;delitos_sexuales;2022;4;83052;Ceuta;0.0482;51;567;0.7054673721340388;;
ceuta;delitos_sexuales;2023;4;83179;Ceuta;0.0481;51;592;0.6756756756756757;;0.0
ceuta;delitos_sexuales;2024;5;83567;Ceuta;0.0598;51;592;0.8445945945945946;;25.0
ceuta;falsificacion_informatica;2022;20;83052;Ceuta;0.2408;51;567;3.527336860670194;;
ceuta;falsificacion_informatica;2023;19;83179;Ceuta;0.2284;51;592;3.209459459459459;;-5.000000000000004
ceuta;falsificacion_informatica;2024;22;83567;Ceuta;0.2633;51;592;3.7162162162162162;;15.789473684210531
ceuta;fraude_informatico;2022;469;83052;Ceuta;5.6471;51;567;82.71604938271605;82.71604938271605;
ceuta;fraude_informatico;2023;514;83179;Ceuta;6.1794;51;592;86.82432432432432;86.82432432432432;9.594882729211097
ceuta;fraude_informatico;2024;497;83567;Ceuta;5.9473;51;592;83.9527027027027;83.9527027027027;-3.3073929961089488
ceuta;interferencia_en_los_datos_y_en_el_sistema;2022;0;83052;Ceuta;0.0;51;567;0.0;;
ceuta;interferencia_en_los_datos_y_en_el_sistema;2023;2;83179;Ceuta;0.024;51;592;0.33783783783783783;;inf
ceuta;interferencia_en_los_datos_y_en_el_sistema;2024;3;83567;Ceuta;0.0359;51;592;0.5067567567567568;;50.0
ciudad_real;acceso__e_interceptacion_ilicita;2022;42;491927;Castilla-La Mancha;0.0854;13;3243;1.2950971322849214;;
ciudad_real;acceso__e_interceptacion_ilicita;2023;49;492948;Castilla-La Mancha;0.0994;13;3542;1.383399209486166;;16.666666666666675
ciudad_real;acceso__e_interceptacion_ilicita;2024;29;494848;Castilla-La Mancha;0.0586;13;3381;0.857734398107069;;-40.816326530612244
ciudad_real;amenazas_y_coacciones;2022;150;491927;Castilla-La Mancha;0.3049;13;3243;4.6253469010175765;;
ciudad_real;amenazas_y_coacciones;2023;132;492948;Castilla-La Mancha;0.2678;13;3542;3.7267080745341614;;-12.0
ciudad_real;amenazas_y_coacciones;2024;124;494848;Castilla-La Mancha;0.2506;13;3381;3.6675539781129842;;-6.060606060606055
ciudad_real;contra_el_honor;2022;23;491927;Castilla-La Mancha;0.0468;13;3243;0.7092198581560284;;
ciudad_real;contra_el_honor;2023;19;492948;Castilla-La Mancha;0.0385;13;3542;0.5364201016374929;;-17.391304347826086
ciudad_real;contra_el_honor;2024;10;494848;Castilla-La Mancha;0.0202;13;3381;0.29577048210588586;;-47.36842105263158
ciudad_real;contra_la_propiedad_industrial/intelectual;2022;0;491927;Castilla-La Mancha;0.0;13;3243;0.0;;
ciudad_real;contra_la_propiedad_industrial/intelectual;2023;1;492948;Castilla-La Mancha;0.002;13;3542;0.0282326369282891;;inf
ciudad_real;contra_la_propiedad_industrial/intelectual;2024;0;494848;Castilla-La Mancha;0.0;13;3381;0.0;;-100.0
ciudad_real;delitos_sexuales;2022;13;491927;Castilla-La Mancha;0.0264;13;3243;0.40086339808818994;;
ciudad_real;delitos_sexuales;2023;14;492948;Castilla-La Mancha;0.0284;13;3542;0.3952569169960474;;7.692307692307687
ciudad_real;delitos_sexuales;2024;4;494848;Castilla-La Mancha;0.0081;13;3381;0.11830819284235432;;-71.42857142857143
ciudad_real;falsificacion_informatica;2022;126;491927;Castilla-La Mancha;0.2561;13;3243;3.885291396854764;;
ciudad_real;falsificacion_informatica;2023;128;492948;Castilla-La Mancha;0.2597;13;3542;3.613777526821005;;1.5873015873015817
ciudad_real;falsificacion_informatica;2024;152;494848;Castilla-La Mancha;0.3072;13;3381;4.495711328009465;;18.75
ciudad_real;fraude_informatico;2022;2880;491927;Castilla-La Mancha;5.8545;13;3243;88.80666049953746;88.80666049953746;
ciudad_real;fraude_informatico;2023;3190;492948;Castilla-La Mancha;6.4713;13;3542;90.06211180124224;90.06211180124224;10.763888888888884
ciudad_real;fraude_informatico;2024;3047;494848;Castilla-La Mancha;6.1574;13;3381;90.12126589766342;90.12126589766342;-4.482758620689653
ciudad_real;interferencia_en_los_datos_y_en_el_sistema;2022;9;491927;Castilla-La Mancha;0.0183;13;3243;0.27752081406105455;;
ciudad_real;interferencia_en_los_datos_y_en_el_sistema;2023;9;492948;Castilla-La Mancha;0.0183;13;3542;0.2540937323546019;;0.0
ciudad_real;interferencia_en_los_datos_y_en_el_sistema;2024;15;494848;Castilla-La Mancha;0.0303;13;3381;0.44365572315882873;;66.66666666666667
cordoba;acceso__e_interceptacion_ilicita;2022;101;775002;Andalucía;0.1303;14;5414;1.865533801256003;;
cordoba;acceso__e_interceptacion_ilicita;2023;169;774313;Andalucía;0.2183;14;7670;2.2033898305084745;;67.32673267326732
cordoba;acceso__e_interceptacion_ilicita;2024;225;773163;Andalucía;0.291;14;7445;3.022162525184688;;33.136094674556205
cordoba;amenazas_y_coacciones;2022;299;775002;Andalucía;0.3858;14;5414;5.522718876985593;;
cordoba;amenazas_y_coacciones;2023;299;774313;Andalucía;0.3861;14;7670;3.898305084745763;;0.0
cordoba;amenazas_y_coacciones;2024;274;773163;Andalucía;0.3544;14;7445;3.680322364002686;;-8.361204013377932
cordoba;contra_el_honor;2022;42;775002;Andalucía;0.0542;14;5414;0.7757665312153675;;
cordoba;contra_el_honor;2023;39;774313;Andalucía;0.0504;14;7670;0.5084745762711864;;-7.14285714285714
cordoba;contra_el_honor;2024;20;773163;Andalucía;0.0259;14;7445;0.2686366689053056;;-48.71794871794872
cordoba;contra_la_propiedad_industrial/intelectual;2022;4;775002;Andalucía;0.0052;14;5414;0.07388252678241596;;
cordoba;contra_la_propiedad_industrial/intelectual;2023;0;774313;Andalucía;0.0;14;7670;0.0;;-100.0
cordoba;contra_la_propiedad_industrial/intelectual;2024;3;773163;Andalucía;0.0039;14;7445;0.040295500335795834;;inf
cordoba;delitos_sexuales;2022;29;775002;Andalucía;0.0374;14;5414;0.5356483191725157;;
cordoba;delitos_sexuales;2023;28;774313;Andalucía;0.0362;14;7670;0.3650586701434159;;-3.4482758620689613
cordoba;delitos_sexuales;2024;26;773163;Andalucía;0.0336;14;7445;0.3492276695768972;;-7.14285714285714
cordoba;falsificacion_informatica;2022;275;775002;Andalucía;0.3548;14;5414;5.079423716291097;;
cordoba;falsificacion_informatica;2023;383;774313;Andalucía;0.4946;14;7670;4.99348109517601;;39.27272727272728
cordoba;falsificacion_informatica;2024;401;773163;Andalucía;0.5186;14;7445;5.3861652115513765;;4.699738903394257
cordoba;fraude_informatico;2022;4632;775002;Andalucía;5.9768;14;5414;85.55596601403768;85.55596601403768;
cordoba;fraude_informatico;2023;6732;774313;Andalucía;8.6942;14;7670;87.77053455019556;87.77053455019556;45.336787564766844
cordoba;fraude_informatico;2024;6462;773163;Andalucía;8.3579;14;7445;86.79650772330423;86.79650772330423;-4.01069518716578
cordoba;interferencia_en_los_datos_y_en_el_sistema;2022;32;775002;Andalucía;0.0413;14;5414;0.5910602142593276;;
cordoba;interferencia_en_los_datos_y_en_el_sistema;2023;20;774313;Andalucía;0.0258;14;7670;0.2607561929595828;;-37.5
cordoba;interferencia_en_los_datos_y_en_el_sistema;2024;34;773163;Andalucía;0.044;14;7445;0.4566823371390195;;70.0
coruna;acceso__e_interceptacion_ilicita;2022;155;1123884;Galicia;0.1379;15;8437;1.8371459049425152;;
coruna;acceso__e_interceptacion_ilicita;2023;199;1128449;Galicia;0.1763;15;8904;2.234950584007188;;28.387096774193555
coruna;acceso__e_interceptacion_ilicita;2024;318;1135623;Galicia;0.28;15;9977;3.1873308609802544;;59.798994974874375
coruna;amenazas_y_coacciones;2022;475;1123884;Galicia;0.4226;15;8437;5.629963257081902;;
coruna;amenazas_y_coacciones;2023;470;1128449;Galicia;0.4165;15;8904;5.278526504941599;;-1.0526315789473717
coruna;amenazas_y_coacciones;2024;495;1135623;Galicia;0.4359;15;9977;4.961411245865491;;5.319148936170204
coruna;contra_el_honor;2022;46;1123884;Galicia;0.0409;15;8437;0.5452174943700367;;
coruna;contra_el_honor;2023;64;1128449;Galicia;0.0567;15;8904;0.7187780772686434;;39.13043478260869
coruna;contra_el_honor;2024;66;1135623;Galicia;0.0581;15;9977;0.6615214994487321;;3.125
coruna;contra_la_propiedad_industrial/intelectual;2022;3;1123884;Galicia;0.0027;15;8437;0.035557662676306744;;
coruna;contra_la_propiedad_industrial/intelectual;2023;0;1128449;Galicia;0.0;15;8904;0.0;;-100.0
coruna;contra_la_propiedad_industrial/intelectual;2024;3;1135623;Galicia;0.0026;15;9977;0.030069159065851458;;inf
coruna;delitos_sexuales;2022;29;1123884;Galicia;0.0258;15;8437;0.3437240725376319;;
coruna;delitos_sexuales;2023;48;1128449;Galicia;0.0425;15;8904;0.5390835579514826;;65.51724137931035
coruna;delitos_sexuales;2024;39;1135623;Galicia;0.0343;15;9977;0.390899067856069;;-18.75
coruna;falsificacion_informatica;2022;259;1123884;Galicia;0.2305;15;8437;3.0698115443878153;;
coruna;falsificacion_informatica;2023;438;1128449;Galicia;0.3881;15;8904;4.919137466307277;;69.1119691119691
coruna;falsificacion_informatica;2024;559;1135623;Galicia;0.4922;15;9977;5.602886639270322;;27.625570776255714
coruna;fraude_informatico;2022;7434;1123884;Galicia;6.6146;15;8437;88.11188811188812;88.11188811188812;
coruna;fraude_informatico;2023;7639;1128449;Galicia;6.7695;15;8904;85.79290206648697;85.79290206648697;2.7576002152273293
coruna;fraude_informatico;2024;8452;1135623;Galicia;7.4426;15;9977;84.71484414152552;84.71484414152552;10.642754287210376
coruna;interferencia_en_los_datos_y_en_el_sistema;2022;36;1123884;Galicia;0.032;15;8437;0.42669195211568095;;
coruna;interferencia_en_los_datos_y_en_el_sistema;2023;46;1128449;Galicia;0.0408;15;8904;0.5166217430368374;;27.777777777777768
coruna;interferencia_en_los_datos_y_en_el_sistema;2024;45;1135623;Galicia;0.0396;15;9977;0.4510373859877718;;-2.1739130434782594
cuenca;acceso__e_interceptacion_ilicita;2022;12;198436;Castilla-La Mancha;0.0605;16;1579;0.7599746675110829;;
cuenca;acceso__e_interceptacion_ilicita;2023;19;199025;Castilla-La Mancha;0.0955;16;1707;1.1130638547158758;;58.33333333333333
cuenca;acceso__e_interceptacion_ilicita;2024;14;199859;Castilla-La Mancha;0.07;16;1490;0.9395973154362416;;-26.315789473684216
cuenca;amenazas_y_coacciones;2022;63;198436;Castilla-La Mancha;0.3175;16;1579;3.9898670044331856;;
cuenca;amenazas_y_coacciones;2023;45;199025;Castilla-La Mancha;0.2261;16;1707;2.6362038664323375;;-28.57142857142857
cuenca;amenazas_y_coacciones;2024;63;199859;Castilla-La Mancha;0.3152;16;1490;4.228187919463087;;39.99999999999999
cuenca;contra_el_honor;2022;9;198436;Castilla-La Mancha;0.0454;16;1579;0.5699810006333123;;
cuenca;contra_el_honor;2023;20;199025;Castilla-La Mancha;0.1005;16;1707;1.1716461628588166;;122.22222222222223
cuenca;contra_el_honor;2024;7;199859;Castilla-La Mancha;0.035;16;1490;0.4697986577181208;;-65.0
cuenca;contra_la_propiedad_industrial/intelectual;2022;0;198436;Castilla-La Mancha;0.0;16;1579;0.0;;
cuenca;contra_la_propiedad_industrial/intelectual;2023;0;199025;Castilla-La Mancha;0.0;16;1707;0.0;;
cuenca;contra_la_propiedad_industrial/intelectual;2024;0;199859;Castilla-La Mancha;0.0;16;1490;0.0;;
cuenca;delitos_sexuales;2022;3;198436;Castilla-La Mancha;0.0151;16;1579;0.18999366687777072;;
cuenca;delitos_sexuales;2023;6;199025;Castilla-La Mancha;0.0301;16;1707;0.35149384885764495;;100.0
cuenca;delitos_sexuales;2024;7;199859;Castilla-La Mancha;0.035;16;1490;0.4697986577181208;;16.666666666666675
cuenca;falsificacion_informatica;2022;67;198436;Castilla-La Mancha;0.3376;16;1579;4.243191893603546;;
cuenca;falsificacion_informatica;2023;68;199025;Castilla-La Mancha;0.3417;16;1707;3.9835969537199762;;1.4925373134328401
cuenca;falsificacion_informatica;2024;83;199859;Castilla-La Mancha;0.4153;16;1490;5.570469798657718;;22.058823529411775
cuenca;fraude_informatico;2022;1411;198436;Castilla-La Mancha;7.1106;16;1579;89.36035465484484;89.36035465484484;
cuenca;fraude_informatico;2023;1536;199025;Castilla-La Mancha;7.7176;16;1707;89.98242530755711;89.98242530755711;8.858965272856123
cuenca;fraude_informatico;2024;1308;199859;Castilla-La Mancha;6.5446;16;1490;87.78523489932886;87.78523489932886;-14.84375
cuenca;interferencia_en_los_datos_y_en_el_sistema;2022;14;198436;Castilla-La Mancha;0.0706;16;1579;0.8866371120962635;;
cuenca;interferencia_en_los_datos_y_en_el_sistema;2023;13;199025;Castilla-La Mancha;0.0653;16;1707;0.7615700058582308;;-7.14285714285714
cuenca;interferencia_en_los_datos_y_en_el_sistema;2024;8;199859;Castilla-La Mancha;0.04;16;1490;0.5369127516778524;;-38.46153846153846
gipuzkoa;acceso__e_interceptacion_ilicita;2022;51;726712;País Vasco;0.0702;20;6069;0.8403361344537815;;
gipuzkoa;acceso__e_interceptacion_ilicita;2023;74;729722;País Vasco;0.1014;20;8761;0.8446524369364227;;45.09803921568627
gipuzkoa;acceso__e_interceptacion_ilicita;2024;71;733149;País Vasco;0.0968;20;7726;0.9189748899818794;;-4.054054054054057
gipuzkoa;amenazas_y_coacciones;2022;181;726712;País Vasco;0.2491;20;6069;2.9823694183555776;;
gipuzkoa;amenazas_y_coacciones;2023;446;729722;País Vasco;0.6112;20;8761;5.090743065860061;;146.40883977900555
gipuzkoa;amenazas_y_coacciones;2024;457;733149;País Vasco;0.6233;20;7726;5.915091897488998;;2.4663677130044803
gipuzkoa;contra_el_honor;2022;1;726712;País Vasco;0.0014;20;6069;0.01647717910693689;;
gipuzkoa;contra_el_honor;2023;2;729722;País Vasco;0.0027;20;8761;0.022828444241524942;;100.0
gipuzkoa;contra_el_honor;2024;0;733149;País Vasco;0.0;20;7726;0.0;;-100.0
gipuzkoa;contra_la_propiedad_industrial/intelectual;2022;1;726712;País Vasco;0.0014;20;6069;0.01647717910693689;;
gipuzkoa;contra_la_propiedad_industrial/intelectual;2023;1;729722;País Vasco;0.0014;20;8761;0.011414222120762471;;0.0
gipuzkoa;contra_la_propiedad_industrial/intelectual;2024;4;733149;País Vasco;0.0055;20;7726;0.05177323323841575;;300.0
gipuzkoa;delitos_sexuales;2022;15;726712;País Vasco;0.0206;20;6069;0.2471576866040534;;
gipuzkoa;delitos_sexuales;2023;81;729722;País Vasco;0.111;20;8761;0.9245519917817601;;440.00000000000006
gipuzkoa;delitos_sexuales;2024;41;733149;País Vasco;0.0559;20;7726;0.5306756406937613;;-49.382716049382715
gipuzkoa;falsificacion_informatica;2022;237;726712;País Vasco;0.3261;20;6069;3.9050914483440433;;
gipuzkoa;falsificacion_informatica;2023;256;729722;País Vasco;0.3508;20;8761;2.9220408629151926;;8.016877637130793
gipuzkoa;falsificacion_informatica;2024;268;733149;País Vasco;0.3655;20;7726;3.468806626973855;;4.6875
gipuzkoa;fraude_informatico;2022;5572;726712;País Vasco;7.6674;20;6069;91.81084198385237;91.81084198385237;
gipuzkoa;fraude_informatico;2023;7895;729722;País Vasco;10.8192;20;8761;90.1152836434197;90.1152836434197;41.69059583632448
gipuzkoa;fraude_informatico;2024;6882;733149;País Vasco;9.3869;20;7726;89.07584778669428;89.07584778669428;-12.830905636478784
gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2022;11;726712;País Vasco;0.0151;20;6069;0.1812489701763058;;
gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2023;6;729722;País Vasco;0.0082;20;8761;0.06848533272457483;;-45.45454545454546
gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2024;3;733149;País Vasco;0.0041;20;7726;0.0388299249288118;;-50.0
girona;acceso__e_interceptacion_ilicita;2022;120;808672;Cataluña;0.1484;17;7118;1.685866816521495;;
girona;acceso__e_interceptacion_ilicita;2023;118;821108;Cataluña;0.1437;17;8680;1.359447004608295;;-1.6666666666666718
girona;acceso__e_interceptacion_ilicita;2024;77;830429;Cataluña;0.0927;17;7998;0.9627406851712927;;-34.7457627118644
girona;amenazas_y_coacciones;2022;75;808672;Cataluña;0.0927;17;7118;1.0536667603259342;;
girona;amenazas_y_coacciones;2023;64;821108;Cataluña;0.0779;17;8680;0.7373271889400922;;-14.66666666666666
girona;amenazas_y_coacciones;2024;95;830429;Cataluña;0.1144;17;7998;1.1877969492373095;;48.4375
girona;contra_el_honor;2022;1;808672;Cataluña;0.0012;17;7118;0.014048890137679125;;
girona;contra_el_honor;2023;2;821108;Cataluña;0.0024;17;8680;0.02304147465437788;;100.0
girona;contra_el_honor;2024;1;830429;Cataluña;0.0012;17;7998;0.012503125781445362;;-50.0
girona;contra_la_propiedad_industrial/intelectual;2022;2;808672;Cataluña;0.0025;17;7118;0.02809778027535825;;
girona;contra_la_propiedad_industrial/intelectual;2023;0;821108;Cataluña;0.0;17;8680;0.0;;-100.0
girona;contra_la_propiedad_industrial/intelectual;2024;3;830429;Cataluña;0.0036;17;7998;0.037509377344336084;;inf
girona;delitos_sexuales;2022;11;808672;Cataluña;0.0136;17;7118;0.15453779151447036;;
girona;delitos_sexuales;2023;12;821108;Cataluña;0.0146;17;8680;0.1382488479262673;;9.090909090909083
girona;delitos_sexuales;2024;15;830429;Cataluña;0.0181;17;7998;0.1875468867216804;;25.0
girona;falsificacion_informatica;2022;72;808672;Cataluña;0.089;17;7118;1.0115200899128969;;
girona;falsificacion_informatica;2023;78;821108;Cataluña;0.095;17;8680;0.8986175115207374;;8.333333333333325
girona;falsificacion_informatica;2024;149;830429;Cataluña;0.1794;17;7998;1.8629657414353586;;91.02564102564104
girona;fraude_informatico;2022;6833;808672;Cataluña;8.4497;17;7118;95.99606631076145;95.99606631076145;
girona;fraude_informatico;2023;8397;821108;Cataluña;10.2264;17;8680;96.73963133640552;96.73963133640552;22.88892141080052
girona;fraude_informatico;2024;7652;830429;Cataluña;9.2145;17;7998;95.6739184796199;95.6739184796199;-8.872216267714661
girona;interferencia_en_los_datos_y_en_el_sistema;2022;4;808672;Cataluña;0.0049;17;7118;0.0561955605507165;;
girona;interferencia_en_los_datos_y_en_el_sistema;2023;9;821108;Cataluña;0.011;17;8680;0.10368663594470047;;125.0
girona;interferencia_en_los_datos_y_en_el_sistema;2024;6;830429;Cataluña;0.0072;17;7998;0.07501875468867217;;-33.333333333333336
granada;acceso__e_interceptacion_ilicita;2022;86;934072;Andalucía;0.0921;18;5429;1.5840854669368207;;
granada;acceso__e_interceptacion_ilicita;2023;104;939741;Andalucía;0.1107;18;9937;1.0465935392975747;;20.93023255813953
granada;acceso__e_interceptacion_ilicita;2024;173;945797;Andalucía;0.1829;18;9480;1.8248945147679325;;66.34615384615385
granada;amenazas_y_coacciones;2022;299;934072;Andalucía;0.3201;18;5429;5.507459937373365;;
granada;amenazas_y_coacciones;2023;427;939741;Andalucía;0.4544;18;9937;4.29707155076985;;42.809364548494976
granada;amenazas_y_coacciones;2024;522;945797;Andalucía;0.5519;18;9480;5.506329113924051;;22.248243559718972
granada;contra_el_honor;2022;24;934072;Andalucía;0.0257;18;5429;0.4420703628660895;;
granada;contra_el_honor;2023;23;939741;Andalucía;0.0245;18;9937;0.23145818657542516;;-4.1666666666666625
granada;contra_el_honor;2024;26;945797;Andalucía;0.0275;18;9480;0.27426160337552746;;13.043478260869556
granada;contra_la_propiedad_industrial/intelectual;2022;4;934072;Andalucía;0.0043;18;5429;0.07367839381101492;;
granada;contra_la_propiedad_industrial/intelectual;2023;2;939741;Andalucía;0.0021;18;9937;0.02012679883264567;;-50.0
granada;contra_la_propiedad_industrial/intelectual;2024;5;945797;Andalucía;0.0053;18;9480;0.05274261603375527;;150.0
granada;delitos_sexuales;2022;21;934072;Andalucía;0.0225;18;5429;0.3868115675078283;;
granada;delitos_sexuales;2023;31;939741;Andalucía;0.033;18;9937;0.31196538190600787;;47.61904761904763
granada;delitos_sexuales;2024;21;945797;Andalucía;0.0222;18;9480;0.22151898734177217;;-32.25806451612904
granada;falsificacion_informatica;2022;242;934072;Andalucía;0.2591;18;5429;4.457542825566403;;
granada;falsificacion_informatica;2023;280;939741;Andalucía;0.298;18;9937;2.8177518365703933;;15.702479338842966
granada;falsificacion_informatica;2024;383;945797;Andalucía;0.4049;18;9480;4.040084388185654;;36.78571428571429
granada;fraude_informatico;2022;4700;934072;Andalucía;5.0317;18;5429;86.57211272794252;86.57211272794252;
granada;fraude_informatico;2023;8978;939741;Andalucía;9.5537;18;9937;90.3491999597464;90.3491999597464;91.02127659574468
granada;fraude_informatico;2024;8275;945797;Andalucía;8.7492;18;9480;87.28902953586498;87.28902953586498;-7.830251726442416
granada;interferencia_en_los_datos_y_en_el_sistema;2022;53;934072;Andalucía;0.0567;18;5429;0.9762387179959477;;
granada;interferencia_en_los_datos_y_en_el_sistema;2023;92;939741;Andalucía;0.0979;18;9937;0.9258327463017006;;73.58490566037736
